investment_id,customer_id,investment_type,purchase_price,current_market_value,investment_date
aaa496da-5ae8-45b3-9829-f4519a903df4,064b8253-8f5b-4290-ba8b-e7322cb7382b,Stocks,78848.08,78847.08,2021-10-29 09:21:20.017567
94114b76-2ad0-45a3-a769-24a3142218cf,06792c63-ac0b-4d15-b569-e632eadaa3eb,Stocks,87889.02,187603.54,2022-10-25 03:11:27.528236
39c607c8-54ed-4775-bf38-b3b4d190b69b,dbafb7de-214a-47d5-9c9d-2a68cb848a97,Mutual Funds,45123.44,28267.81,2024-04-04 19:02:01.598320
3d50e3ba-be47-4206-ac38-af3c94f8dadc,4efad24e-472a-4454-9bd5-d07f8af985d3,Mutual Funds,59653.42,34305.76,2022-05-03 14:40:52.923486
c0c4da9e-5adc-484c-832b-7f6dc3b095a9,0b5d8a22-61a2-4b7a-99b0-0c90919b0141,Mutual Funds,2000.79,150224.08,2020-07-27 08:40:08.190186
fc87cb65-d288-4644-a321-5151fa52fc02,752a7992-4783-4717-892f-06e1ce19b409,Real Estate,68060.63,69195.03,2023-05-02 03:18:39.023907
d169baa4-cfe5-4eea-a0fe-0ae4b3af55fb,8edfebcc-58e2-4fc2-92c0-cc4b828eefe1,Mutual Funds,68938.67,119530.58,2022-08-17 12:51:02.862592
49348776-e20e-4a52-a706-054224945c20,9840cd64-6170-4c89-935b-e62494957d2d,Bonds,52783.76,134616.09,2022-05-20 11:29:10.358303
03fda641-d7d3-4600-8064-ac5ca903d8bc,2f9f3160-907d-4844-b1e6-fd1757353fbd,Bonds,43958.34,28874.53,2024-07-25 04:53:10.046221
0196b5fd-1c32-4a68-9a3a-01c4f16157ce,6bff71c2-67e6-45e9-947e-062b3d400319,Stocks,48356.62,20682.75,2022-02-06 03:05:45.230877
e719c0d4-341d-45af-954b-781f65a8d74d,d9e3b33b-2799-4f3e-b5c1-66a90de7eef5,Mutual Funds,39524.97,194792.38,2020-11-17 19:09:07.364321
625154b4-4041-4f65-a427-2acaac82d168,b9b97bff-84fb-4cae-8704-e0f107ecc895,Bonds,62825.0,3109.54,2021-12-16 08:43:26.441635
a9736b7f-2e8f-4997-90ab-d6d9422e24a4,c91581ca-800d-40c3-a40c-c4f11dc3e2b0,Bonds,69193.8,69192.8,2023-05-06 15:55:43.411561
e5f99ea1-1f3d-4ea5-92f6-ee8f0aad525a,cf8dd9f0-2c70-4014-b03b-edb82122bf62,Stocks,73611.36,90159.17,2020-10-02 07:12:06.205537
296564a1-e77b-489b-b117-2052a1a196c2,73fbed30-e579-48a5-9013-a5f6b354d40e,Mutual Funds,7432.26,2148.19,2023-01-04 10:54:28.332947
4f7cc894-92db-4ffc-a9ee-c59a51611fcb,1419c4cc-5baa-48d6-a6ab-5e70a6d29232,Bonds,42069.19,94530.73,2023-09-14 02:29:54.745965
f2382568-413d-4a0a-bb3d-db5f73d7fcc4,5896a5fe-6397-4c7d-a36c-a7223a988eae,Real Estate,35940.4,93185.78,2020-12-19 04:43:32.660018
434444b4-9dbc-4b74-ac21-84ecaae22272,da003378-e371-457a-9f18-fffd76f29250,Bonds,89652.61,166473.63,2021-07-07 23:05:41.359975
8bf41b8b-b669-43aa-af18-665a264c76b9,d02b0263-63c0-42c8-8113-92dfdc65eb01,Real Estate,73594.94,61407.97,2024-07-23 11:26:45.173932
e8faf60d-7837-47a1-b4f7-511da8f7664a,13825b54-d51b-460a-bc74-e42650b13394,Real Estate,85972.39,176315.85,2022-12-22 04:45:28.352067
197a440f-1c55-4e1a-a57d-aa1d577efc9d,5453f062-1592-4196-a4d8-d9e668d4e0dc,Bonds,10943.95,114434.27,2020-10-23 03:25:38.813316
7bbfbe9d-933e-435f-9ee4-f43adc4035a2,25a658a0-9374-4a76-8c13-63d7ccde3282,Real Estate,15429.05,57397.03,2020-05-29 09:16:37.884945
e309203a-9277-42a2-9ea3-aa7d321fa953,0cb6bfe8-d593-40c8-a479-d444824bc6bd,Bonds,32606.31,166340.64,2021-11-17 16:43:32.019382
2fc8764e-5e18-4d6e-a177-36c46d10ea27,176068ff-b46f-4de7-9809-ce92d4b1be32,Real Estate,81057.04,113614.19,2020-07-28 14:19:45.706563
934c1b43-c1f4-4521-a47f-57383faec9cb,11294089-df30-4d7e-8084-18af14f3e500,Mutual Funds,84694.45,119511.9,2021-09-02 15:26:33.320503
02a40a0d-bca5-4b39-a835-fd9e02df4b35,2656eaf5-9aed-4cc2-abe6-588e87a12ab5,Real Estate,8009.6,197622.21,2022-07-03 21:02:27.778219
9dd9ccba-054f-4d12-aba7-dffe25447c39,c7056ef6-0f10-4d12-b820-f5f49ac968b5,Real Estate,11362.77,116332.23,2020-08-03 02:11:59.163186
ebd04762-3c2d-4d74-bce7-a5493118b97a,b2d793a3-fae3-45d4-a397-7ece6f0b901b,Stocks,82476.78,131030.91,2022-10-21 04:32:05.704443
ebc69838-c930-4ba7-a137-af06614c8a1e,748b76ca-f969-4d51-a576-6aa70185fd69,Real Estate,69022.56,42637.42,2022-03-02 23:50:14.686949
acf15754-68b6-428b-ad54-d28d934016c2,809542e0-56ee-4bca-98bb-5da3cdb7ea5a,Bonds,82901.26,86639.27,2021-01-25 02:12:11.492092
afb52e3e-7db0-4cb1-877b-4021fe6c564a,1ccbd4bc-39e3-498e-b957-1f0f9147c9bb,Real Estate,12797.67,125344.22,2024-05-18 04:06:05.446951
d65e60db-3e63-4b8e-adc1-749299220350,88a29c2a-0ba6-4646-8319-3bc26ee46933,Mutual Funds,21988.1,148374.4,2022-03-16 07:46:40.172936
710c162e-eec0-4fec-8e09-409e25e18a1f,76cf6249-3f26-4117-b595-6f04ff8f7a89,Stocks,66824.71,188664.78,2023-05-05 00:10:29.510928
98f50cb3-6952-41dd-a13e-7af09df5e4ef,fcfff4f7-c4a9-41bc-8d86-8477fa912541,Mutual Funds,47707.4,122409.37,2022-10-24 22:00:42.361727
e8dba483-ffe4-4672-9a28-01fe4822646f,9bab18d3-6a49-409a-a536-745378bb9eb0,Mutual Funds,83129.86,152213.92,2024-03-18 18:08:56.994427
a2c1ff31-8758-40d1-95dd-6fab10ae1f4a,469059ff-57b2-4724-84d0-0f41c82b5ee1,Stocks,77671.45,176294.61,2021-07-18 09:21:00.526177
c2f228d9-e232-42c0-9be0-1e4b81c36340,dca4c502-4536-4b9e-9b40-b985b44a0345,Stocks,72811.39,2037.25,2020-05-23 06:03:21.561667
63f67006-35d9-44a0-ae5a-6e9f14c70877,06cae55f-ff62-4647-a67d-898b5f8e3f9c,Real Estate,86912.76,141437.28,2021-07-10 13:08:49.188180
cedeb46b-fb35-46c6-b71b-826d22314295,8cafeee6-8324-4eea-84a1-224f8148f25a,Mutual Funds,20672.62,85034.19,2023-04-11 06:13:08.897553
caa1364f-691e-4394-9b32-33262c21600a,fdff3c51-6811-496d-8598-a41b29a87eb8,Stocks,25880.0,180577.93,2020-05-08 02:48:57.297685
ee7834e3-8dde-4917-a4e3-d3929b577431,dcdb28d6-cefd-4a0f-b42d-d6ac84ef3309,Bonds,80079.2,114754.25,2024-01-02 14:38:54.602416
f398b077-30f0-4c4c-8a18-9d8180740418,012bf97d-062c-47f0-a15f-53b0cdcdcfab,Real Estate,39657.61,166888.75,2023-06-18 13:01:13.024686
ce715592-6b1d-410c-92ce-7cd062065304,13fb32e0-7d21-4c54-a74f-e4795bfc94fe,Bonds,78961.69,11409.25,2022-01-15 03:05:06.501344
52c2005c-8c96-49e5-8aa0-742ec2484293,30aa8be5-9f72-4272-ab3c-40e213d087f8,Mutual Funds,15944.59,21310.15,2021-03-29 22:00:07.807871
a57c8e28-5b0a-4fb7-ba6f-d69fc1acf21e,b9585256-a892-4f11-988d-390bda50604a,Stocks,13083.88,182697.21,2022-11-28 16:24:47.835539
ba615fbc-fa9f-4abe-89d0-68096ad0a283,4cfd98d0-92f4-4397-a9be-2d18448386cd,Bonds,50315.67,143587.65,2023-04-09 13:06:00.275187
b71a7e6c-28fb-483c-980c-a92ed0dd3523,c27c2ae6-7f8b-41a8-a451-2f39ac3f373c,Mutual Funds,90526.23,140755.8,2020-10-14 22:29:46.970889
4d37569a-80f8-4425-8ff5-42a8ef511624,c1b6a271-a7eb-4fdf-b964-3b9470a747d6,Stocks,33926.62,13717.7,2021-04-11 07:39:03.406416
ffcfa44f-44b5-43aa-9c80-fcb6624acd8d,e0e9374c-c7c6-410e-a5d4-dd6529c428a6,Stocks,5599.8,122822.69,2021-02-23 18:30:27.784377
71f6877b-5c3b-42d3-af57-1cdb14160911,b857ffc1-08b0-456d-a5f1-2ec444ec216e,Bonds,89448.45,65633.91,2022-05-13 11:52:34.919647
c12ba96b-da86-4b33-96e3-c23d6b0b451d,edbe00cb-d692-447c-8ec4-89c44a5107ca,Bonds,22775.12,76113.74,2023-07-28 12:50:04.841196
45007f65-9e51-4067-8d3d-61fde056af09,645eb2c0-ab50-4426-948e-3cf2a1a4ac4f,Mutual Funds,12877.29,46372.57,2021-09-21 13:38:27.335795
aa5d9b38-d587-446c-81ab-a3e3970f11b8,b0fceac5-75a3-43ae-9d77-41f5b58f7b5e,Stocks,76422.16,17701.16,2023-01-15 06:36:40.316188
f6b89354-c253-47c9-9e00-0595281a33fb,0cfb674a-e752-48c7-b846-8f36435549ed,Mutual Funds,82391.36,29327.93,2021-02-04 22:03:06.698672
e900e563-f5b0-48f3-89b8-44b55806286a,20b27d22-2993-4d5a-9d2b-56d0432ab995,Stocks,12126.72,188140.15,2022-02-11 18:23:11.038111
969a490b-13ff-4431-a297-e583caa390f3,5610e1b8-dc32-4cff-945c-70a4035d4397,Real Estate,4750.63,149696.28,2023-02-25 15:14:51.087996
10d3800b-afcf-476a-8236-fddfd9f7f368,f3dff87b-5e94-4240-8183-538e36c2eb3d,Mutual Funds,42380.08,42379.08,2024-04-24 17:03:19.320732
13acfa25-ad7b-418b-85de-8e87eaa9fe35,2ee30108-a400-4bd7-b166-b828064705c2,Real Estate,80254.5,9728.89,2021-10-19 09:25:50.542602
33601877-63f3-4978-a30d-4b46b9ced54d,3bd1671d-de71-4246-968e-d4397a501694,Stocks,45388.69,108154.92,2024-01-06 02:49:15.223319
70495a60-fa0d-4e5f-8561-8f24039dbb22,b23a7ab9-c825-439b-ad02-4ee88a3ef3cd,Bonds,76591.13,102716.88,2020-07-13 10:36:50.070577
63902c13-e7e9-4bd6-b1fb-36d61356165d,ad0cc800-86ee-407c-b031-e41d3b8026c9,Stocks,78295.59,171042.15,2020-10-18 06:07:52.435059
542ebb1d-da04-4930-8972-23d7b019d98e,ca16352a-4d97-4b6c-8cb5-de47bc4c4c60,Mutual Funds,31040.96,162846.49,2022-02-17 09:51:42.615253
40851b7d-ef5d-499e-9c20-5b60f8ac15e5,dac90e78-b00b-42c5-9370-d90e71e5a6d7,Mutual Funds,67720.56,42542.02,2023-11-23 22:36:09.859726
2f139ec2-59bd-4bb4-9ee9-bedf4d0eb9f6,76cf6249-3f26-4117-b595-6f04ff8f7a89,Bonds,48881.33,135845.41,2024-03-04 06:54:53.540165
aad3d005-d47d-48a5-9e86-456858843013,b1e85634-3be6-4c76-9f67-762f167c6efa,Mutual Funds,11163.97,57146.42,2023-04-07 10:44:05.892186
fc9980bc-bb5e-4ebf-9ca6-09e92b3db633,0b5d8a22-61a2-4b7a-99b0-0c90919b0141,Stocks,38765.38,38832.98,2020-12-08 19:16:22.701501
44c5dd20-24d1-4917-8d1b-2ce0c4fdea24,618fc50c-e5f4-4046-8019-ecc18e1055bc,Bonds,70318.59,184186.87,2022-08-29 12:37:58.303142
7a1096cf-a311-4d6e-9199-c1b85b00bc6f,da6eaeed-ac2d-4b46-8dc6-5d57f9d568bc,Real Estate,12245.51,186163.08,2022-04-19 15:08:37.593824
86232230-eef7-4067-9da1-312f40abbf22,0cfb674a-e752-48c7-b846-8f36435549ed,Bonds,15043.96,152737.43,2022-10-12 22:56:38.028783
acbfce2d-7786-444a-9290-d547c5742b61,d196a729-02d2-4502-b30c-cba6ed3c68e0,Bonds,3010.97,164573.38,2021-12-27 01:39:39.395073
d50ec368-0760-4e45-8b7b-6c6d29984de2,4a9556de-beae-41f8-b8c8-66642ff71467,Stocks,39679.57,50099.99,2022-09-09 21:13:03.376662
57d18789-2892-46f1-993f-bd8df2ed846e,e80939d5-3c0e-4e45-a3f6-86ff6770dd99,Stocks,91192.62,137772.56,2024-01-31 15:32:24.126054
82121ccc-f396-4753-b120-a34a2b9a8c67,88d977e9-fbe9-4c0a-8720-4f9bde338102,Bonds,84000.84,103301.23,2023-12-29 16:40:35.197126
8e0dc4bc-8d40-4bed-b471-50118958dd62,958454be-49fc-4963-acf5-51db96e20345,Stocks,78368.62,176032.0,2024-01-03 11:36:13.915752
6024f52b-65f8-47c2-9de6-84ea0f7a6a59,63ce3518-932d-4179-80ab-94678cca4255,Bonds,17316.26,35716.26,2020-04-02 08:30:10.936541
8378559c-5749-46ca-9daf-de944a276804,b8ea9c8d-f8f8-424b-bf7c-bcbfb98ba8d3,Stocks,97845.26,43755.33,2021-08-26 19:13:14.281660
6c10a822-d428-42b9-9210-4732f74ede90,f858f720-41c9-4e63-a5a0-cf5ed39ae9f2,Stocks,5983.36,49925.01,2020-04-22 12:07:46.880105
e587d969-9426-44e2-9eb5-cc84929f8a11,89561d20-b203-4ebf-878c-d0fc36115ad3,Stocks,77612.07,49458.9,2020-06-06 17:10:56.389077
053b552d-d915-4864-bc6d-ced11672101b,f8b81790-100e-4df1-a0ce-df284765415d,Mutual Funds,55285.43,181082.91,2024-02-24 17:18:50.027682
db6f4a19-a8a3-43ec-b2f1-bd34ff700760,d9e3b33b-2799-4f3e-b5c1-66a90de7eef5,Bonds,58027.2,96617.47,2024-08-25 12:16:39.525157
a9394091-5c59-406a-8cd9-cf14f53e2299,be889ddb-8920-4000-a172-b78c16805a82,Real Estate,50284.56,68657.75,2021-05-15 06:35:26.939387
c3fe4dc9-03b0-4449-ae67-3731482090b4,ca2d7a6d-81be-43f9-a332-dac78beaa92d,Real Estate,63652.71,157324.63,2020-06-06 16:22:01.639055
82aef1b0-4320-4b1d-ac75-0fecdf675f84,bac92505-3efe-440f-a33c-918062870da8,Bonds,70613.18,157801.97,2023-02-22 16:31:02.624434
03e8d62e-95b0-49ac-ad7f-ca24ac1e6b12,48289f53-1378-421e-b159-82e5094b1dc8,Bonds,30864.6,6848.99,2021-07-23 13:09:31.716972
7232d97f-6297-45f8-a06c-4a5d4f426a78,e337c390-50d1-481c-a790-6dd40a44cd77,Stocks,5741.62,5740.62,2021-06-18 08:23:22.024805
2c692400-51c8-4a3d-8fb5-aa0e6ccd62d9,24ba210a-1b05-43ce-b5fc-3ede7968caa1,Stocks,86090.68,161713.2,2022-08-06 01:30:51.686807
0ff2743d-2214-4d71-9e57-c442de05b643,56eea378-8a63-4119-9f81-b40317e9d340,Stocks,16992.39,31661.36,2020-05-07 08:34:36.973978
f17a770c-c8a2-468c-8975-f68b85d31251,dd3c4722-73bd-4733-9728-9f5ed7056136,Bonds,16126.26,16125.26,2022-10-08 02:09:53.004192
a787a1d3-2acf-4f2a-a683-fbc81884ab44,618fc50c-e5f4-4046-8019-ecc18e1055bc,Stocks,29311.54,87488.07,2024-06-04 14:52:57.074704
bd7147be-5c3a-4c74-ac19-b87a1681fcde,7fbd2716-37d5-4193-aefd-44271ebb0dca,Real Estate,3350.88,31001.51,2021-08-22 06:06:23.567632
5e6b7074-ac09-4f91-8ee1-033a9c35a55c,f3a696e0-a7ec-49d7-8e56-3ee873aa895b,Real Estate,84678.08,193411.44,2024-06-04 05:09:17.388710
b7bad1f8-53b1-4ea7-b0ce-cf4394dab25a,bbcf60d6-0b8b-4554-87e2-82adcb1070d1,Bonds,78774.27,126405.26,2021-12-31 00:59:37.939056
e989938d-3ebb-413f-8289-0d4e17e2692c,06ef89a9-78f0-4025-948a-26630bc0ba48,Bonds,10662.52,127523.88,2024-08-23 15:38:47.684724
6ba35098-952c-466c-8670-e85f49c5e506,4f5fbb7b-c4d3-4ae7-bb65-a76dcdc867d0,Stocks,97541.21,141585.68,2024-01-27 03:27:11.415345
3467bd61-73b6-4e29-9e99-6f4180e5e8b6,bd9b67bf-a094-488c-aaec-737982795964,Real Estate,19185.25,18265.91,2021-06-10 06:08:41.223359
a20615d6-9bae-4212-bf72-bb7cc44d48ae,05cb8b76-1813-4057-b2e9-1f5a13212e1e,Real Estate,80468.58,117314.22,2021-01-03 21:02:27.054559
58dd7252-348e-458a-ab6c-fa7d7acaece0,dd3c4722-73bd-4733-9728-9f5ed7056136,Real Estate,82934.49,1919.59,2023-05-28 09:01:50.434768
a328fc84-f574-43c2-943e-1a79123ea2c2,88d977e9-fbe9-4c0a-8720-4f9bde338102,Mutual Funds,82409.91,13740.22,2022-05-27 07:47:15.071529
c9fe9aa5-70b4-419d-abd4-8b893d9b0e92,5006331a-4287-4eed-a960-f775feed5696,Mutual Funds,38339.26,115339.74,2022-06-22 15:39:22.711837
20ecf0a8-2cc2-43e5-80c8-d2634685054b,3a13a358-3ba2-423c-a085-8f64e43da8dd,Stocks,22238.29,10895.8,2020-04-04 13:32:41.127481
39df5cd5-741a-426c-8c7d-5447e20e6d13,ab3622f8-75b3-48da-9640-7d4eb568c36f,Bonds,2029.49,57779.69,2021-08-12 08:56:26.304113
1162bf2c-5c7e-41d8-8d5d-8ec29b9cf984,6830d231-efc5-4e31-a35e-01b781c9c24e,Mutual Funds,8686.95,154160.85,2021-10-30 16:29:10.871337
2058a0da-d340-4760-ae43-33ef58b6e69a,b089f025-0d24-471f-86b8-96419a1e5d39,Stocks,20694.16,98349.74,2022-06-30 22:30:54.645617
623a6aa5-f39d-42c0-80cd-c76ec27b9fc7,46fba6ee-c57b-47f6-9d3a-7b38e4e5ab09,Real Estate,76039.08,91626.41,2021-03-17 23:33:44.164579
78becd70-1b49-4de4-93e6-11dbfcac4d9c,fdc248ef-8e41-4124-952e-47893b0bad4d,Real Estate,29280.09,155493.34,2020-11-25 15:56:36.747769
49ac91b3-6d29-4895-b368-331ba404f09b,9c1e6cf4-fdd5-4fc9-b7d4-0efcb25c2fae,Stocks,22802.98,59047.63,2023-11-12 00:20:23.097977
63be7eb1-92fb-42da-93ce-da660a3d1bea,e8f7fc3e-5c98-49e5-9f96-b47dccc07817,Stocks,41429.36,4360.96,2020-11-25 08:42:43.083640
71f04eb1-047d-440b-9174-c5fbdcf5ee19,676a16fb-cd7b-47b7-9273-f6355af87df0,Stocks,92158.62,26433.8,2022-08-02 19:55:13.831098
65ebbccd-b1e7-45c1-af31-471a13c62975,8d3daaf8-9965-478b-a141-67e8bb6779a4,Bonds,22653.48,142174.95,2020-05-10 09:25:42.960581
793ff7cc-8081-4df3-bf10-6b9678a3d11e,f66c8789-1536-40b5-bc37-4f1b83b89bdf,Mutual Funds,91558.37,42699.38,2020-02-15 02:16:45.521546
d950e485-7ea9-4dd0-a738-0f0f7e9d6110,4c476c90-5ac7-452c-9798-4659e983894a,Real Estate,96238.82,147139.65,2022-10-16 07:19:18.065014
75cfc800-87df-4748-896d-34185409813f,a96919ee-b9f2-48de-a01c-80b5c07c05f3,Real Estate,8777.35,44207.46,2020-03-11 05:13:46.089026
ed067e75-b53d-4524-b627-43f4112f3ec7,ee81719e-7920-40d6-9263-9e5453e73f32,Mutual Funds,57499.98,141630.22,2024-04-11 08:01:40.100918
ccd8e4c4-93b3-4caf-9a37-b97c49c05ba8,5b74a8ff-f37b-4f94-be22-e146d166ed76,Bonds,20707.81,58593.33,2020-05-09 20:48:51.828256
6cc3edd3-cca2-4ec0-8219-2dcf5973a9a9,413f1a23-c247-4966-81b3-836feb87535e,Bonds,12171.8,72209.63,2020-06-13 19:59:34.465076
5b8290f5-af42-4216-9bc5-605a596813e5,0c0a570f-cf23-44a5-afad-a3478b465c4c,Stocks,36010.87,91584.49,2023-05-02 08:06:46.927550
8c417471-2fbe-4203-a7bd-0f39f0feb9bd,5d0792d8-94a7-48a2-83ac-92ad7859c2d0,Real Estate,77360.05,35620.63,2023-01-21 16:19:55.152684
403beaff-803e-44e8-9a2b-088bcd109d68,73e98614-d903-4cac-8e3c-f8d25f2917d5,Stocks,20644.68,190384.87,2023-06-17 21:53:24.278083
ea4bf42d-8c1b-4c2e-8ab6-959f150e53e2,738159dc-c587-4f73-93ce-036a2331843e,Real Estate,36294.96,117551.84,2023-01-06 06:49:39.956795
c024c0ab-6c36-48b9-ac40-386f1e831ea7,3983b561-b325-410a-8980-f21a48974060,Bonds,11594.73,11593.73,2020-12-11 04:09:29.276240
0d2291bd-f1eb-4c07-8e02-abce4b9e97f4,fdc248ef-8e41-4124-952e-47893b0bad4d,Mutual Funds,21077.91,33590.07,2024-08-18 16:08:53.107201
d4a45982-9e53-4e71-acfb-72961205486c,db17890c-9df5-4fb8-b3a5-49c73992c14b,Stocks,3855.66,149469.32,2022-03-06 09:42:09.729757
0d9bc205-7c27-468d-a04a-dd591b51c2a7,ae1c7d5e-047a-457e-a499-e52843a89988,Mutual Funds,65427.89,73690.03,2023-03-31 10:12:21.587907
6fb843b5-8eef-4ea9-9b35-2e0ed22a6679,3f59eb61-2d74-4830-bb83-640533c51b14,Mutual Funds,35611.08,158363.99,2021-05-27 06:08:03.445356
45857fab-f0dd-49e1-9771-84abb3beb272,276d738b-7143-4990-b2a5-8e77e2fa14cb,Bonds,60286.36,61787.65,2020-07-28 00:07:23.174172
9a4c4188-9445-44be-a2ef-35b84bf4723f,8fedfc67-4aab-4406-8773-e5378a956608,Real Estate,91592.95,46099.76,2021-07-20 05:11:16.641506
a61d32b0-5c2e-4d45-8cb1-06ab06bac065,93bdcd0f-393b-4fea-87ee-e14f7db9a20d,Bonds,20396.83,150222.4,2023-04-16 05:59:57.713869
44f9739c-8ba5-4a6c-babc-9b8b79877416,67258aec-5ae7-4a69-8434-4a4c8fa3f43c,Real Estate,66154.91,58860.05,2022-04-07 07:16:55.226873
7d43d353-c56e-47c1-8cc9-0a03f63bf687,7569b6a1-ce41-4cdd-9a38-6da68ca54a52,Bonds,76288.89,126772.52,2021-05-05 19:13:37.888772
661f20b5-8931-40a3-abbb-7e00c98d2165,ef445272-1a00-4d0f-9630-02b18936bad3,Bonds,52204.96,27553.11,2020-01-01 21:15:47.514093
50291f72-bd04-4516-8bd6-5028b443ba0b,d07fb703-97bb-43fa-b53a-6d19c66e2ecb,Bonds,46785.31,104592.05,2023-11-01 13:17:23.778645
218e04b4-fd66-4544-8513-3313c5bc93d5,930e4e9f-8ea2-4578-831c-9ffe78373a9f,Stocks,59197.83,13714.18,2022-01-11 01:01:55.446144
10458d8d-e88f-4b18-b05a-fd20d447bfad,bbb7756d-3084-4555-9e3f-7520c11ac191,Stocks,71162.96,142271.28,2021-08-11 22:20:06.821566
fcb8c02d-74cc-4dd7-9ad9-7d2fa094fb39,5e686f28-d9e8-4ae9-a20d-02524a956e67,Real Estate,50266.82,15286.14,2022-07-05 02:39:08.236711
b90d59ce-f902-4123-a440-2cbc6cbd4153,012bf97d-062c-47f0-a15f-53b0cdcdcfab,Bonds,99827.28,6639.18,2020-07-21 00:19:29.132274
