loan_id,loan_type,customer_id,loan_amount,loan_interest_rate,loan_start_date,loan_end_date,loan_status
87e92043-3b44-4ad9-91e4-ac6aac02b940,Education,3b814788-5752-4795-abe0-272925d07234,370,3,2017-03-29,2025-09-21,Default
69d1e6cc-e831-40d6-8ac3-1f41a28b0f41,Education,6830d231-efc5-4e31-a35e-01b781c9c24e,990,8,2019-12-23,2029-07-01,Default
61d91ec4-34e9-4635-b71f-ffdddd342e4f,Home,bd565fb8-50d7-4def-ac1c-e20375da8b89,154,13,2019-12-01,2020-06-07,Closed
5d6f8e1d-046b-482a-9f95-25eecdfbd710,Home,7d8cb8fc-c63c-4ab5-a53c-0b171a2ab805,487,2,2015-08-02,2024-12-11,Active
1fd511ec-256c-40b1-a563-d37033e25d69,Home,0aa17207-9a8e-4f9f-8a9e-f664760163c6,464,6,2015-03-07,2028-09-21,Default
943e70ba-2fc6-4929-86d6-49e0c5ee0e7d,Personal,987f91e7-7499-48f6-a827-1de19ab00a75,103,2,2021-10-09,2024-04-22,Active
cdb1b85d-b12d-4512-9b3a-44c2bf76bf7a,Personal,15ea3e7d-15cf-404b-ab42-351f8c9a0a77,184,9,2018-11-26,2025-08-31,Closed
ffdcb69c-7bcc-46b1-88d4-1c18edc8ca3b,Business,12128cca-32d9-4818-9c99-8d39a01904dd,769,4,2022-08-21,2027-06-21,Closed
e6c63a9f-6e33-45f4-a90d-0680ffb0b854,Auto,47e3ae5f-1cff-468e-a559-21e04b552369,92,4,2017-07-26,2026-02-15,Closed
8b7c0526-2c81-43c0-85ec-fb1c712b38d6,Auto,df0e55cb-434a-4631-b923-44d25867c1aa,270,4,2022-11-07,2026-10-31,Default
baaddb68-13c3-4668-886b-a68a576709b1,Education,9efadb4a-b009-480c-800f-540e5633539d,792,9,2019-09-28,2029-12-31,Closed
113449bf-6d73-4ecd-accd-ba21b2ce9acb,Personal,d0785c22-9caf-4cd2-a019-1896e93a66de,369,15,2017-09-21,2026-07-27,Closed
f163ace3-d3fc-4b1e-9e38-e8986c186345,Business,99c712b9-05d4-4b04-a0f9-e7a63f551211,458,3,2016-10-30,2025-05-26,Default
fcea6bd1-9028-4ec2-a213-ddf4575500a5,Auto,8bb7ee36-d351-4768-842d-beb3929cd5b0,635,15,2023-12-31,2029-02-17,Active
dcf055bc-ab38-4f27-a73a-f8b753f8608c,Home,de661912-70c0-4c18-ba6f-0cb1f05734df,448,8,2020-06-05,2029-07-20,Default
a2620ac4-8ec6-49fe-8bdb-10d3d61943dd,Personal,7e8b8613-9ae2-4699-be09-8f30328802aa,140,2,2020-12-11,2027-05-03,Closed
4ae4510a-414a-4e66-9c97-cb5633e8e7ae,Personal,52e58f47-b677-426a-b14d-2e7a0a9de294,544,8,2016-09-23,2024-04-02,Closed
bfda230b-625c-4cdb-94ca-b1162c8031e8,Business,4ba94850-0eb6-49d5-beb4-6229fcf1d780,664,7,2017-11-12,2025-12-28,Closed
0e9a908f-59e4-46a3-9513-2d0d45b9003b,Personal,0aa17207-9a8e-4f9f-8a9e-f664760163c6,726,4,2023-11-04,2028-10-25,Closed
6e7c024e-b440-4dbb-be7f-204537bff850,Home,c2776907-f27a-40cb-9029-43237d0c050d,944,11,2022-04-28,2026-03-29,Active
1e4b1d1f-928b-4abe-8093-1a000ed7804f,Personal,603ed854-b701-4c58-99ff-b0f5c1150c52,622,9,2019-09-19,2025-11-09,Default
0c4cfd8d-a2c4-43fb-bbce-5bf96ed7e725,Home,db9662ec-a168-49ae-b129-6edec1c0999c,990,12,2016-04-26,2029-08-06,Closed
d6a60dcf-3f34-40c5-97b3-f612c813cd98,Auto,238857fb-430e-48f7-bcd0-2f151812c3e1,686,15,2016-10-22,2029-06-24,Active
17d53c22-c070-4fd4-b878-22b6a9cc8c24,Education,561d8943-672c-4567-ac70-f15328c1c351,894,2,2021-08-12,2029-08-01,Default
5f455116-845b-46e7-947a-0a5170d58d88,Personal,aab8f333-f5f0-4f12-8e48-9ead9a967499,511,2,2015-04-28,2025-12-13,Active
addd7a23-e3c2-4cd2-bd3c-bd7ba574538c,Home,076530c0-3304-49c1-bcd9-a1cb3523a7d2,403,3,2019-10-04,2029-04-14,Closed
073ecb33-fc22-4054-bcf8-50bae03f50b6,Education,cd174021-cc7c-49bc-8b53-cb7352db0aff,313,11,2016-03-20,2016-05-24,Closed
e513b4f7-9acc-481f-b9b9-d2cee137c6e0,Home,8c4b6b86-e018-442f-93a0-59c4d7b5f37f,686,10,2015-07-19,2024-11-07,Active
a5560fe7-ca92-4f08-9703-f757c6a7adfd,Education,846d29b3-6647-4072-93b3-cea617fe2a3c,627,5,2020-03-02,2025-03-27,Active
1086f0c1-a2ec-47cf-87cd-b310bbab6dce,Home,53b401a1-9989-49c7-a435-e23c764af2c2,693,6,2019-08-31,2028-01-31,Closed
fe3a02bf-a612-418e-803e-cfee9caecbc4,Business,e0f7d24b-a4b3-4fe2-8498-57460a68bdbc,447,5,2019-02-22,2025-12-01,Default
265f0c85-459c-447f-a81d-2a36b11767bc,Personal,809542e0-56ee-4bca-98bb-5da3cdb7ea5a,254,12,2023-05-27,2024-01-02,Active
bd7b55c0-25f1-472f-a7fd-b38a7bd4c1a9,Auto,c9ca28e0-aa3e-4840-9055-fdb748653b30,280,14,2018-03-11,2027-02-14,Active
b89e8010-a988-4801-b818-e8d947a113af,Education,03c09d11-496a-40c9-afa1-5a3e85b341eb,247,11,2023-11-30,2025-09-30,Default
855aa222-d3c3-4558-9088-5892337ccc91,Personal,c291b5bb-a970-4238-bcf9-6c42cd3aa716,790,3,2022-01-03,2029-01-16,Active
144ef081-6351-4fc5-8d2e-1e66d9b425e5,Business,a31482db-8031-49d7-9420-cc0202f6f768,440,8,2021-11-11,2028-03-10,Active
1e2a0fda-1b57-41d4-a468-499d42aa400d,Education,b3ab633f-7134-4c77-b2c5-47b6d8792b0b,490,7,2017-07-12,2027-08-18,Active
786232fe-2e34-4aab-b754-7773d434f900,Home,958454be-49fc-4963-acf5-51db96e20345,637,6,2018-07-09,2029-11-26,Default
634e54d3-94a0-40c1-87cf-3c039d3e16ab,Auto,105a1d38-b8ab-485c-a299-09b41f4581cf,136,11,2020-06-18,2027-11-01,Default
f950b041-7713-4358-9a5f-bff91bcacb35,Education,919050b3-59ac-4f5a-9fb9-33fb396c4018,438,11,2022-10-06,2027-06-03,Default
698797ec-abcf-4d10-a01c-4bfea4272db2,Business,53f07b9c-7927-424e-8174-22ad06f5b8cd,763,2,2023-05-21,2029-08-24,Closed
01892d1e-577e-4a2b-ba0f-91eddc3ef4a9,Home,42472211-85f3-4f03-be0b-cd1e914c454f,425,11,2017-10-06,2029-09-08,Active
b5f32225-5a30-4495-860e-fa55d6ae6493,Business,098db4dd-bffd-43dd-af7e-68087bd6fb82,466,5,2023-09-14,2027-11-12,Closed
521a7c6e-ccaa-4cd7-a57f-c22533c21b9f,Home,abb53cd6-53bc-471a-80d6-5059ff3fb57b,688,12,2020-09-26,2025-05-15,Closed
04de3eef-4cee-46e3-8d99-1ee654792935,Personal,3294e165-798f-4da8-a2e2-af1390ba3fe6,868,8,2021-04-21,2029-07-08,Active
a39d6174-9a3b-45fd-a685-29885172eaa9,Home,dd84b6c3-3abe-483b-9fa9-4c83fef22889,130,5,2020-02-07,2024-04-10,Default
ad577c44-1561-4dbe-8ec5-4246a873611a,Education,0cb6bfe8-d593-40c8-a479-d444824bc6bd,544,5,2023-05-04,2024-06-12,Default
bead1d0d-892c-4756-8d47-6f6c4498c724,Business,8e198b83-02af-45b4-a361-15f1ad4d81e2,719,14,2019-06-08,2026-03-04,Closed
04145ec2-a047-4985-b6ec-54393fc3f6f3,Education,b7af115a-d6af-4a60-baa4-e5fda81f77ef,452,9,2021-03-11,2024-01-11,Active
5f50f09b-ab19-4961-9b88-4219e2f30f99,Education,c9e20807-d603-460b-b1e7-dc8dde2c573b,170,11,2022-10-16,2027-06-02,Default
d940ba4a-c13e-4a2e-a67a-7808b89c4fd4,Education,d4a148e2-40ff-4a14-954a-475de0b7903a,537,5,2019-12-28,2026-07-10,Closed
fc550412-d492-4fa4-9801-d42c201f10f3,Business,63225704-5c5b-4e73-ac02-687078c0ce1f,659,12,2018-09-14,2025-08-17,Closed
374dd344-e480-4d8d-bb59-ee4ac246aba5,Auto,c173b291-2b46-46b3-bfe1-ac4dcd948500,313,14,2017-07-01,2024-02-27,Closed
a5769596-9007-4952-b8e8-c7cd250a17fa,Personal,48aa5baf-e173-41d5-a2cf-0bc1439fea5f,433,8,2016-02-28,2027-04-17,Closed
70192a20-9d47-4cc7-aaca-cbdf220da591,Home,8cafeee6-8324-4eea-84a1-224f8148f25a,748,4,2019-10-14,2029-01-14,Active
601b9a7c-35de-40bc-9f4a-fd22b81fb177,Personal,508b6963-cc18-4b52-b0b0-c21e5fad2883,598,6,2019-11-27,2025-08-29,Active
9dfabd07-a006-4209-8817-683e40d3c2c1,Personal,b0fceac5-75a3-43ae-9d77-41f5b58f7b5e,747,9,2016-05-31,2026-08-15,Closed
015083fe-9145-40c6-b4f8-d83638136f15,Education,59806051-6c85-4657-a977-f6b21f2f8cb8,51,13,2018-02-12,2025-12-27,Active
e98a84b3-1f99-41f0-9a52-abcf31d9b469,Auto,eed0e9d1-73d3-4d0f-bc2d-4451d1a0e4c2,97,8,2017-07-19,2029-06-03,Closed
d16f3ddd-9ede-4fd5-8a46-ec933c805849,Personal,7569b6a1-ce41-4cdd-9a38-6da68ca54a52,217,3,2021-12-15,2024-10-08,Closed
17e50be1-432c-4605-94b6-4a13fe603d73,Business,a4ca163a-9f57-4a40-aade-c16698413f39,826,15,2018-07-27,2026-09-04,Active
ba7bda2a-be08-4f64-9b75-664fc222d981,Personal,3941327f-f2fa-4390-b4ac-880f20ac7ff9,662,8,2015-07-07,2027-07-16,Active
178bf643-2f0a-44fd-90bc-acb37434d53f,Education,e2139464-6fd0-4462-8a70-9899ac983413,498,9,2019-08-25,2027-08-13,Active
5d751e4e-4cf5-45b5-a983-a8cff0a21975,Auto,65c95702-f767-4295-a968-06a544ab2705,963,8,2020-10-25,2024-02-07,Active
5c62618e-6e02-45dd-a022-5432ea43c1c0,Business,20b3262b-8981-4632-acb6-8400562ad3d7,130,9,2016-07-02,2028-12-25,Closed
91a13548-67a1-4ce8-8305-8714cc1529d6,Home,3512ea24-ac6a-4550-bc94-dba57a022139,448,6,2022-09-11,2026-09-17,Active
b9dc7d59-0027-4516-aded-387c56e39c6d,Auto,513b57fa-d522-4b28-85e3-e2fa2b5af3b1,79,10,2021-12-26,2029-09-18,Default
15cb9c56-8f41-45a0-af53-df594450a910,Education,673e93c4-f283-4ab4-af9e-353b00372ab6,178,4,2020-09-27,2028-04-23,Default
3b0fb0ad-ca6a-41e6-817d-c6bb1a95a5db,Personal,e69f7d95-5069-4ce4-86a2-46453051c74c,812,7,2018-02-18,2028-08-18,Default
e659201f-0e6a-4594-b4bc-d4067fd1b91e,Personal,e318b485-1817-41aa-a44a-815420c17e51,638,10,2021-05-25,2025-12-30,Active
a567e073-cb83-4b12-bb1a-33cf956bfe0d,Personal,19a4cdca-cc7c-4a73-a761-e65ffbf9ea06,93,4,2017-12-17,2028-05-17,Default
133c0e21-0f2d-4dc8-aa89-f9e41eaac478,Business,d02b0263-63c0-42c8-8113-92dfdc65eb01,639,6,2016-06-06,2026-07-24,Default
d9b6dcc5-2070-446a-a9de-b43174db9d7b,Auto,cce1b896-816e-4a3d-b465-2d497403b179,355,6,2022-09-16,2029-10-12,Closed
7cc45409-7a54-41c7-9b48-3e5185075a93,Business,f3dff87b-5e94-4240-8183-538e36c2eb3d,723,6,2017-04-24,2029-03-26,Default
4914b793-a5ad-4a9f-90cd-fe62a7428e97,Personal,e32670d8-c513-40a4-9f62-4e0c0b6ce57f,949,15,2015-05-13,2026-12-02,Active
b14825f6-ee2b-4ddc-9d0d-154bb3fd3770,Personal,6498dff1-177f-467e-9673-8766b384236f,561,11,2016-08-08,2028-07-14,Closed
7e44a07c-4445-4f78-9af0-2f37c074fb1b,Home,7c00cd7c-d99f-4ae7-8696-968e970a3e6c,380,3,2019-10-10,2027-09-19,Active
557d01a7-b63e-459d-be87-e684aaa0ada3,Auto,ee81719e-7920-40d6-9263-9e5453e73f32,378,2,2015-08-27,2025-12-30,Active
9ad6f245-1ed9-48b7-b8ec-cee5d8ab67d8,Personal,351d6b32-447e-461f-8a9c-289359d57f30,947,2,2019-09-23,2029-05-26,Closed
cd86845e-2a4d-4caf-8bdc-23dbc2e272b9,Auto,595a5347-c02e-49ab-b529-7c25fbf277c0,570,7,2023-11-28,2024-02-22,Active
5ccc7d9e-b982-49d7-b400-9fdc78b52f0a,Home,c948b4cd-b5f5-4817-8a2d-2a05ea425c2e,870,12,2016-08-11,2026-08-04,Default
7db6f93b-101e-4c7b-afd6-0ef4670b3e23,Personal,627909e9-3c6c-4e61-bcbe-db50d640b398,309,11,2019-03-29,2027-03-27,Closed
8ca06c66-573b-4bc6-87dc-9de00180ad81,Education,e378bf8c-c9e2-4ae2-862d-88351d0049a0,852,11,2016-01-19,2027-01-09,Closed
0df33489-f16e-478c-8273-b0516b3bc3b1,Auto,06792c63-ac0b-4d15-b569-e632eadaa3eb,844,6,2018-06-13,2029-11-14,Closed
ca70fef3-035e-4896-a97b-f28be08119a9,Home,aee05bd6-bdfb-4406-86be-65727507e5da,157,12,2015-05-09,2025-03-20,Default
6e3aa01f-c4cc-474e-9848-62deb4dcc012,Home,f355407f-cc6c-4c0a-bf2d-7f52c4e94579,966,8,2020-05-27,2026-09-10,Active
98db5f6b-e6c7-45f8-ac60-bb3d980d4772,Education,5bff7eff-4775-468f-b51c-2a1ec76ab4a0,297,8,2023-11-03,2027-04-08,Active
de97e5d4-762a-4453-8b97-c8c5a54df91c,Business,0aa17207-9a8e-4f9f-8a9e-f664760163c6,454,8,2020-05-07,2029-11-23,Default
c1005283-c126-4603-9bbe-be86d6bd2562,Auto,8270f41e-4d71-4e42-8f3b-88c0457973b6,846,12,2019-06-17,2020-02-22,Default
abbd3025-bf39-4061-8875-8b03d2f45426,Personal,98459ed3-29ca-48b0-888b-8c14308ed6ed,601,12,2017-07-04,2024-02-11,Closed
dd7b7cff-ddc6-407d-9be9-2faa475532b5,Business,6a92daa3-68a5-4549-9dfe-a600e77c4f3f,489,9,2017-09-28,2027-06-24,Active
558255d5-a38a-4f15-b463-86380336bff5,Auto,ef37f4aa-3c63-4a1d-9b38-38886bb55f47,655,11,2021-12-09,2029-04-10,Closed
2ca6e92d-959a-4cf2-b8f0-4ab0537bcd9f,Auto,9de247f2-ac53-46dd-94ca-ae03cf60677f,800,3,2023-05-25,2025-02-24,Closed
b16373de-b7f8-4ca9-a794-d401eb2d8f5e,Education,f464590f-685e-4c58-a81e-6fb81a3b5877,780,8,2017-02-15,2027-12-25,Active
a793f7fc-963d-4052-84a7-467ac0824ef9,Home,f8b81790-100e-4df1-a0ce-df284765415d,931,5,2015-12-25,2029-09-08,Closed
a3e6590a-046e-4011-83f2-13e8c4a3c4f3,Personal,9840cd64-6170-4c89-935b-e62494957d2d,796,14,2015-06-21,2028-08-05,Default
a2ccb770-c3d1-418a-b304-bdc20fc45221,Auto,8e198b83-02af-45b4-a361-15f1ad4d81e2,781,5,2023-09-23,2026-05-25,Closed
69e42dfc-9d82-4bb6-964f-c6c52839046d,Education,c291b5bb-a970-4238-bcf9-6c42cd3aa716,631,7,2021-05-05,2021-08-26,Closed
faba9228-5fa2-4bd4-a881-e95423fbe132,Home,2002c77f-8c9d-4662-81f5-ca650812c281,135,10,2017-07-04,2024-06-07,Active
7960631b-63c3-47a3-bf1a-67877efd5acd,Personal,d22198d0-4730-4219-90fb-875da7983692,156,12,2019-03-03,2028-05-03,Active
2e3dea35-88ce-41e2-8813-c0045d514263,Auto,53f07b9c-7927-424e-8174-22ad06f5b8cd,747,14,2020-08-26,2027-10-17,Default
84ee0d6c-bd77-4954-be27-fa634701058f,Personal,930e4e9f-8ea2-4578-831c-9ffe78373a9f,613,4,2020-02-11,2029-08-11,Active
5c569964-293f-494f-906d-47c85c5a0734,Auto,af40f074-2a74-47a8-8984-5d9ffd00df70,686,6,2022-05-12,2024-10-16,Closed
8ec33bd6-43fe-4ecd-b2ab-82308f77ed6d,Personal,e337c390-50d1-481c-a790-6dd40a44cd77,504,2,2022-04-27,2025-05-27,Active
e4e1e915-5f8e-48e5-9e47-85682fa2806d,Home,dd9addd7-4e9d-4a8b-9e33-361e4b8a7b31,894,14,2019-01-14,2026-03-26,Default
ba578064-067f-4faa-b74f-84fe347bde9e,Business,f36c624d-d768-4fc8-8211-39739365b893,415,12,2016-05-23,2027-10-08,Closed
0b1ba272-dd70-4c80-a727-f1e3f872317f,Home,01c2e0f8-9299-4bb2-9b42-aae7c00f5031,62,11,2017-11-06,2018-05-21,Closed
64b47499-3b37-4959-b389-c1c93794b7bd,Auto,c033333a-0a01-47fc-b023-46670eab2630,754,9,2022-01-09,2024-12-20,Default
15a8dfb1-7faf-4201-9b8a-bb2211077116,Business,a87a75a6-09ec-4e37-bb95-a413fb51b87f,940,15,2016-07-07,2027-01-04,Closed
4ba6bcd2-f899-46f9-8f1f-d3a29e983359,Personal,d88c5742-06cb-40b5-88d8-b1923e2dd81c,315,13,2023-08-16,2028-12-06,Active
e1507d36-2091-4ebf-a844-a835c7c9365b,Education,53efde47-3ada-4868-9639-8a8a412ed6ae,420,8,2020-12-15,2024-12-07,Active
90f52dea-8d0d-4df5-a1c3-424af68153cb,Personal,bbb7756d-3084-4555-9e3f-7520c11ac191,194,14,2023-12-29,2026-08-31,Closed
9394c0a2-1a0b-42cd-97fe-28a5d29558a7,Auto,40b77ce7-41d9-425a-945a-53d2ad54dc8c,188,14,2022-03-26,2029-10-12,Active
a33012a9-e02e-46f0-b74f-ae5e803a89ad,Personal,4f011295-b736-439d-9ddb-25496885aca6,375,3,2017-08-11,2027-09-08,Closed
8ecc5711-a091-433b-b455-45dc31270902,Education,1bb082a8-7868-4b2b-be2b-639150db5da7,696,8,2019-04-13,2024-06-28,Active
5f44799d-ebb7-4b74-8ad1-ced477c3032f,Home,344d3899-e9e8-4d4e-835a-c90de30d34a3,356,3,2020-01-27,2027-08-31,Default
2c67dd83-bc20-47b0-8b7f-1c0274b066d3,Home,4e4b5e79-f300-4ded-9e20-d5616ea105bb,309,15,2018-06-16,2024-02-01,Default
bca8167f-cef4-4593-8eb7-6ceecf4e92e9,Home,39299427-531e-476a-a3e8-d4c56c97e228,699,13,2018-10-10,2029-06-25,Default
f8152b9e-8ffb-4d0d-a925-c6cd8ec6325e,Education,1b495d21-f038-40c8-a544-f2c711424ef9,524,6,2015-09-23,2026-09-14,Active
298d28aa-5693-4c6a-a304-07e1d02840f0,Personal,a470ab00-d3b1-45ad-861b-92ee930dbf37,234,2,2023-11-04,2025-01-21,Closed
76e1a08b-89f7-4a31-ad75-4d5d085dd7e1,Home,b17312b7-31b6-4f2d-a01d-0c33b0b69d6b,297,3,2021-09-27,2028-08-29,Closed
