account_id,customer_id,account_type,account_balance,account_open_date,account_status
e52ea111-e796-4c4b-8ff9-8d7a52d7dca2,9c0e0a94-fd08-4820-a0dc-407b83a59cc1,Loan,86465.65,2022-03-23 11:05:05.802272,Inactive
8b7b3124-61db-4c6b-bab5-f88a531f2209,ea1bd24b-1db5-45a4-8810-bd1fd2df5b26,Checking,22358.63,2020-01-30 19:32:31.928848,Inactive
5f7c75f6-a44c-42dd-a8cb-094389c96218,e1d3c34d-d1d5-4d9d-bc2a-d95b9152d0ba,Loan,70631.67,2021-02-12 05:40:35.286542,Active
7514f5fc-8d27-475d-8ce3-1c99b7d728c2,f8b81790-100e-4df1-a0ce-df284765415d,Checking,85794.33,2021-12-16 18:50:15.710490,Inactive
989d58db-80d8-43a5-9a2c-29d07a2d2017,fe2cf4e5-b324-4d54-bce5-f97d6db2a693,Loan,20358.92,2021-01-02 07:12:09.132281,Closed
e40a0fda-84d6-4366-a8df-cc66b5e49a92,887efd85-3a31-4531-9cc7-c746034e0312,Checking,-66294.65,2023-12-24 10:04:16.588839,Closed
535ef7e7-11a4-4450-b3a3-e10f346462ac,7fbd2716-37d5-4193-aefd-44271ebb0dca,Savings,50876.47,2022-10-09 11:10:58.151758,Closed
0ae8a9e7-f318-498a-8a58-dd8be23c33ec,da9ada30-5f2c-44fd-a3cb-03d05bc56876,Loan,74440.79,2022-06-16 15:05:48.202127,Inactive
42b39007-8d24-405c-81e0-c8d5553e042b,7312a57f-c365-415f-861f-b0d05815839c,Checking,63910.29,2024-04-22 05:58:35.088086,Active
65fa5c97-c1e2-470a-9b9d-48d4c5e29d32,52a84e64-593c-47e2-968c-390eb25630d3,Checking,41820.67,2020-11-10 12:55:54.418839,Active
48c22d67-446c-4a03-afef-65970de836eb,e85027c3-da51-4a41-9e46-202e93646250,Checking,-25793.58,2021-11-21 12:55:57.557590,Active
f162b0f5-bbb0-4262-b884-33f17eb4d1e0,930e4e9f-8ea2-4578-831c-9ffe78373a9f,Loan,48681.6,2021-09-12 12:21:02.096623,Inactive
cbeda80f-440d-47f6-abe1-085d40a9ac3d,6125e95d-4f4b-47ed-84bd-f8745657479a,Savings,30638.23,2024-02-07 10:08:12.750636,Inactive
c36ed469-a76f-4fe5-bafd-58c49d83aff0,d7c077c9-c497-4550-8d1e-dde3d9df71c3,Loan,-55780.42,2024-05-19 14:45:54.478131,Closed
47b8fd1e-a641-4ccd-b650-b60f738bd86d,72184fa8-2b20-4643-832f-063e0e20ffd3,Savings,83227.0,2020-12-24 17:15:59.573329,Inactive
dae5f850-b05e-4d84-be31-e6ef4c1613f9,08c36043-ef25-45e6-9fb6-c63417fb7f20,Credit,65138.75,2021-05-13 08:07:47.736767,Inactive
fe35fda8-1a98-4f8e-93fd-20870632c5d8,23502ebf-a265-40f8-b105-b76ba08fa2d7,Savings,21627.85,2020-02-08 12:03:14.980949,Closed
032f2c61-ffcc-4977-845b-8c0cbf6133d5,68e0e4f8-dd86-496f-bc30-80c9c6888556,Credit,-92416.68,2024-03-20 13:13:41.866742,Inactive
bcf34d27-6c65-4223-8948-9b6af781d3cb,46a1bfa9-d705-4633-a1e7-e8db2e6d13ad,Savings,60504.84,2021-05-06 05:11:13.629631,Closed
d7cf3b9c-37b7-4f36-98e6-9313bfd14dc8,6aa86566-1446-470f-a791-a9017c68f3df,Checking,29834.22,2023-02-04 22:10:52.802017,Inactive
003fe1cf-f5cb-4c19-b76f-ffbbd8c57c16,5ac16d72-06f7-4ddc-8395-2eacbe1b8808,Savings,74306.57,2020-04-19 00:16:58.045137,Closed
0536c0c0-b1de-48c6-bda3-f53713bb475e,360ac990-1cd8-4324-abe4-d33160c43544,Credit,14935.69,2021-08-01 18:47:23.150963,Active
0ca28386-de1d-4b67-83eb-dec2203e2858,1bc42c28-1ba1-4139-bbb1-4cc77d192844,Checking,47522.71,2021-02-07 03:08:41.468949,Inactive
fbef721d-e2b7-4b17-84d0-16b16b60a8d9,589ce388-230c-449e-a4a5-a054a7ea30b2,Loan,71975.72,2023-01-18 18:58:19.215676,Active
e8ab48b9-9713-4c95-89d9-23918d09c2af,9bf6de96-3a60-415a-9f61-78b1f7226749,Savings,7104.79,2020-09-07 23:47:18.254392,Closed
39a21dd6-b014-4030-904e-719feee10efd,b94acafc-37aa-4024-8276-24487eb590f4,Checking,61453.72,2020-09-28 14:12:34.119096,Active
68908d11-bbf0-4b71-897a-4111ad7d30b7,0a78a5d7-3ea6-4dd3-9e36-3162003df282,Checking,56243.29,2024-01-20 01:44:14.966157,Active
429135af-8fe1-4adf-a020-1172b288ca15,b29b0eb8-cc43-4452-8402-0e6af7ae48f7,Credit,-57442.36,2022-04-18 19:41:42.782403,Closed
27532e1c-75ac-4cfa-894a-a23ed48f6219,fef14c84-e1e5-4fa7-802f-abc4d4ab2ecd,Checking,51341.39,2024-01-28 09:34:48.421446,Closed
74c12652-cf20-45eb-a6c6-16d3cab0f795,7927b9e8-5a04-48b9-b34d-778e3c0c0154,Checking,69417.45,2024-01-10 16:23:50.022960,Inactive
3fbebb0f-b59a-4774-9524-52ad3dece2cb,85969ee5-c293-480d-a5b2-d9c906d3adac,Checking,59523.34,2020-04-08 11:10:25.682848,Active
4efda152-31db-486b-85f5-7d8a18240af2,ff0c29e0-9e44-40fb-ba1c-d34bf736504d,Checking,93090.78,2023-10-23 05:44:36.677030,Active
8f0f1d4a-7514-42b3-90d2-4c3c2f520a88,a4bf0c60-f8c6-4469-9610-f219930cb9fa,Credit,62023.03,2021-01-27 21:17:54.290366,Active
bcc9f2f3-59cd-46ef-b596-fa0a17525fdc,e318b485-1817-41aa-a44a-815420c17e51,Checking,50909.36,2024-01-06 21:35:59.456742,Active
b7a5bee4-2bfe-4a2f-9ddb-af5ffa5f61aa,1bd99b5f-5804-4885-bb9a-4b9f9ef05ff2,Loan,84445.36,2023-07-28 22:38:21.587306,Closed
47b9e067-0a6d-4793-bc5c-77a132d3ccf4,d63a7df4-7181-4002-b2fa-f3df9229468b,Credit,74728.96,2024-07-29 20:59:06.714758,Closed
174dc744-e6ec-494d-b99d-06455aa5981f,6498dff1-177f-467e-9673-8766b384236f,Savings,77123.48,2021-07-04 18:24:51.236182,Closed
b63dea40-fd69-434d-8a7c-1f97866e58c3,2ef8e7d5-5b60-4eb8-89fe-fc92f6d03247,Savings,58264.06,2020-07-10 01:20:35.590142,Inactive
5b0e127a-4605-4f42-9e67-c32df759fdee,08c36043-ef25-45e6-9fb6-c63417fb7f20,Credit,17126.22,2024-04-28 05:12:21.450288,Closed
6797d4b6-c602-4f2b-bfde-abf3e776585e,836655db-a413-4b81-a2f0-6e3326923180,Credit,61024.52,2024-03-11 13:10:33.864721,Inactive
ec2b9e7e-768b-4ce3-b142-b5271f23ff20,8c260563-de52-4509-8c6b-72305954819a,Checking,55598.06,2022-11-03 10:18:40.621008,Closed
7cfbcf66-6705-4177-b7fd-8a44cf87b4b1,1e633f1b-16a8-4be1-ac9c-85c60376fa84,Checking,69965.22,2023-12-07 04:54:46.520070,Closed
e11df0f4-f39e-4f51-aaa7-559e07300335,05303568-5a18-475f-abb3-c0ba83fd1eba,Loan,64653.81,2020-01-28 22:45:33.088707,Active
2f2c98f5-525e-4d3c-b094-ab7894675024,a96919ee-b9f2-48de-a01c-80b5c07c05f3,Savings,30483.32,2022-08-05 00:23:02.901903,Closed
36fd54ad-421e-4c8c-b9e2-76d48b236e19,bbcf60d6-0b8b-4554-87e2-82adcb1070d1,Loan,95758.78,2021-02-07 23:42:54.219243,Closed
f114150c-6c59-44e5-a4c2-f36f69479f53,19989ed8-da98-4375-970c-059a9e7fa983,Savings,92360.45,2023-09-03 18:44:27.334949,Active
f4f230b7-14ca-402e-9038-4ed92bd85c7a,0cfb674a-e752-48c7-b846-8f36435549ed,Checking,77338.5,2023-05-31 21:20:32.587359,Inactive
32d8c320-ab20-47cd-b3d1-9ee484eea34e,2bcbbb3e-8020-42ca-a185-94da482850f5,Credit,93155.25,2021-09-23 12:09:27.783239,Closed
ecf29b8e-2a5c-41bf-871e-acb0a39b4a41,96830692-69d7-49b6-abed-d27dae01de5d,Credit,76662.33,2023-02-11 05:08:24.065613,Active
e5e0aefd-745a-494f-bbc3-d1959bdcd869,212b2dcd-0203-4cfa-b444-1c59e86dd75f,Savings,14030.78,2020-08-25 12:49:39.116750,Closed
c91d10a8-039a-421c-bf94-b16bc02be633,5e686f28-d9e8-4ae9-a20d-02524a956e67,Credit,3749.57,2022-09-06 14:07:02.340965,Closed
f33c536f-2bc4-4152-a397-1d0a465e8e02,b6bf7221-4c05-4ea8-8cd6-2b07a99c7846,Loan,79344.4,2024-05-07 02:55:43.189528,Inactive
5271a6f0-e8bb-46de-8c10-64a6d352f5da,d02b0263-63c0-42c8-8113-92dfdc65eb01,Checking,20119.15,2024-04-13 15:13:54.181722,Inactive
ac46cc3d-3058-4668-b231-88215f4a10e6,9f684425-e0dc-4ca4-ab97-e51c195f8680,Savings,61109.39,2021-07-10 02:20:32.235775,Active
e3b499d4-6d30-4d82-b465-130f7ce43251,752a7992-4783-4717-892f-06e1ce19b409,Credit,42984.24,2022-03-19 20:41:13.681077,Active
4e6116db-fe61-4db9-ad3b-a1a96e7108b0,daa132e9-b859-44d5-a40c-496d172fc0e4,Checking,22005.91,2022-04-30 01:30:42.608051,Closed
75126846-1cad-4c4c-a7e8-cd032a98899a,98796389-ff99-4069-bb02-1b4d6a4649a7,Checking,40424.45,2022-07-17 05:33:29.387729,Active
a5749fdd-af1b-4761-9116-9c61be094577,163aaa5e-6175-47cb-ada4-b8698e3e49a6,Loan,75411.24,2020-09-16 17:24:09.605870,Active
1622d01a-689a-4731-a248-7ff66912c4b9,c7056ef6-0f10-4d12-b820-f5f49ac968b5,Savings,75290.14,2024-07-20 15:16:11.057201,Inactive
fdcaf524-dfa0-4330-98e4-534b05819ed8,751c1bb2-9880-41b7-9e8d-a8aa7a1e6aba,Savings,81956.43,2021-03-30 09:03:42.936265,Active
8450905f-9d58-4f47-ae2e-0a25e828c47d,8c78b29d-e75b-41e6-9df8-49261939a9a3,Loan,81105.34,2020-09-04 15:20:18.066548,Active
319e3d6f-f86f-45ef-86c3-6882e71d983a,23e82211-0775-4464-93c9-390160ef23bb,Loan,30250.05,2021-11-10 16:58:30.914042,Closed
ce7410d4-15ae-4c8a-8ff9-595cd4e55821,618fc50c-e5f4-4046-8019-ecc18e1055bc,Credit,3619.29,2023-05-30 16:00:58.099350,Inactive
715932db-551f-4186-be9b-025904afdfe4,ea409b50-0391-4ac8-8c21-67668243eb37,Credit,74338.59,2022-05-05 23:40:39.732877,Inactive
723d816c-7e70-42f0-9b2b-af5f73aa662b,a9d0904e-ef2e-4f4b-b548-3782334e768c,Savings,42707.44,2021-02-26 02:28:58.589122,Closed
d29bb28b-9bf0-4393-9dd6-bf94b548f64b,5f103839-3931-4a33-8646-448b4f0edf1c,Loan,55844.66,2021-04-29 05:22:04.649788,Inactive
909ffde1-8ded-4eed-bdcb-6c436c0ae644,491e6c0d-d942-449d-93e4-a7f8579c2268,Credit,74261.31,2022-09-13 05:07:15.973415,Closed
0f1abe9b-c361-4716-912e-dbea14962f00,486ea794-925a-443d-91c1-8e962e672865,Loan,61123.66,2023-03-26 09:48:46.971880,Closed
0dfc52a0-0d43-40e0-b7c9-3f80361e69d9,0411fd69-5cbc-4d34-8b7c-63fbb473d935,Savings,53703.21,2024-03-15 22:16:11.141885,Active
53af05c0-14b4-491d-bf31-7ccf7c85e4f1,930e4e9f-8ea2-4578-831c-9ffe78373a9f,Credit,19899.09,2021-06-11 20:27:49.297618,Closed
d558c18b-07a0-4b2f-9bfa-47b42ee78a06,94e18116-a260-4bf0-a9c5-7a3bbcdf7917,Checking,13976.35,2020-12-24 21:56:27.793625,Inactive
563415dd-6011-4700-9209-2d5b68cf3177,6b3c49a6-dc08-4361-8fe1-61a3280eaec7,Credit,52111.42,2022-04-23 20:35:51.014787,Active
6a092cc0-fb01-4e8e-8095-bedb6a47beae,ac092af1-c958-4451-98cf-6dfe7e15b0bf,Savings,19724.51,2023-04-02 04:32:21.119831,Active
f8749205-dd30-460e-8076-d52d57203261,90418284-271c-4e35-afca-eec97c0445db,Checking,16683.79,2023-07-02 15:50:30.761498,Closed
718c3397-e524-4732-99eb-b5835bc99065,8621f96d-01f9-48a6-8edc-53788cc94c56,Savings,99084.81,2023-08-23 00:13:38.456066,Closed
2fe18b4a-55e2-41cd-93ab-43956695981f,a4ca163a-9f57-4a40-aade-c16698413f39,Savings,20798.69,2024-05-16 15:06:54.290645,Inactive
4bff65c4-7c9b-498f-bb45-22841e828a01,b619371e-07f0-47fb-b226-74d7e5cc0ced,Credit,45262.76,2024-02-28 22:15:34.170429,Active
42babe0c-63aa-4725-9248-9bda6d02af3f,ecc056e2-4524-4f02-9745-ff0e00792c3a,Checking,5816.42,2022-08-28 12:31:26.178324,Active
14ae7ff7-8d84-4b33-b8ea-5e0dfc268ad9,8270f41e-4d71-4e42-8f3b-88c0457973b6,Loan,24462.58,2020-07-04 23:46:49.670305,Closed
a559e9a5-740f-4348-97d2-3770701d3cce,e3b09bee-66f4-4751-8651-c4dbbc0d7fa3,Checking,91660.63,2020-09-21 04:46:55.533243,Active
4f0c809e-2690-4976-94ff-ff82d77e7e8b,1ea908a9-fb95-4fb7-a152-2185556fcedd,Savings,34488.08,2024-08-20 08:22:50.634610,Active
eeaf32ff-8e4b-42ff-a7f1-c251535a98b0,68314c16-8162-41c9-a776-681179780430,Loan,45154.13,2023-08-10 06:05:56.392863,Inactive
93e84fa2-ad19-4399-87ca-eea7625f01ea,bae2866a-a9ba-49be-9555-dc3d0055ab69,Loan,74470.88,2022-02-21 06:39:50.077779,Closed
c1a847e5-fafc-467d-b740-625f808d543d,e46bbd70-b642-4858-8969-6c8d2d9457f2,Loan,4909.52,2022-08-26 21:45:11.553910,Active
3dff970c-674d-44d1-99a9-49bc8ed035de,4148e71b-232c-4212-b208-bcaec7e2214a,Savings,25979.2,2020-02-27 23:23:16.161317,Closed
4eb5c201-54f8-47f0-b66b-bd58aae6b97b,98796389-ff99-4069-bb02-1b4d6a4649a7,Credit,21015.41,2022-11-19 03:04:33.466507,Closed
d8fec610-a331-4bae-b406-15efe0d1bdc4,6a0d7bab-54e8-484f-80d9-9307c950973b,Savings,95715.94,2021-04-19 20:49:34.529231,Inactive
45b01a0e-d89c-4696-8065-fcb9a4ed39e5,0ad27cad-9957-433d-8b11-326d0a876481,Savings,27358.58,2021-08-11 13:07:58.141218,Closed
97b3a000-671c-4a9c-bf87-395bf8de0739,e52bd7f8-2647-4b11-8bfd-7257d766135b,Loan,45326.71,2022-07-23 15:29:52.595237,Active
fac09baf-622a-46b8-9bc8-a524ea70fd07,74c63083-1309-4dc4-aa07-106c4d85c193,Checking,37840.76,2022-10-25 15:03:12.500887,Active
ccc7726e-bf96-4d81-a7de-0ff882ff31d2,8a809377-0439-4654-8733-5381f21cfe47,Credit,35764.91,2024-05-12 07:23:32.597920,Inactive
8f1d4358-12cd-4712-9a30-32277f127d1f,3f59eb61-2d74-4830-bb83-640533c51b14,Savings,7061.14,2023-05-09 20:42:11.833782,Active
f3ea52c3-99d6-4cef-ac04-73257972cd20,2f12989d-c331-4fa8-9b61-63181bde9aa4,Checking,6072.86,2022-10-06 16:05:50.866163,Inactive
ce32bc7a-7a58-4677-bc73-65ba04b5be43,f36c624d-d768-4fc8-8211-39739365b893,Savings,97375.99,2020-04-06 21:34:27.824870,Active
924fc38a-1609-46f7-b603-6d772423229a,9ae21705-8668-47d7-ac43-d4a0c8050c79,Loan,90081.55,2022-10-27 20:44:19.533736,Closed
5f05f15b-be75-4d87-aef6-b2448f04b1dc,00f8b07b-0b96-4322-9f2b-f8d1898eef2b,Loan,77312.69,2021-11-15 06:42:49.987940,Active
84ecdb35-6205-4f36-bab3-9a535353b756,bc5d5db2-0c6f-4e89-992e-9c25a2b49e62,Loan,12198.0,2023-07-09 19:36:24.824398,Active
855f3a8c-5c02-4598-9847-9803341d717d,e3414380-480a-41ce-a59c-4bdc61e51007,Loan,25161.3,2021-10-16 23:22:37.226781,Closed
5fd07aca-3d9e-4d2a-9cbf-6b6b2d193ae8,ec3b6a43-8af1-4b4e-b8cc-53fa84bed3b9,Credit,48150.07,2023-07-17 04:30:23.791659,Active
4f5bd929-5537-4383-b550-462f742e1c56,9871b189-62d4-44d8-9af4-09d9624497fd,Loan,59017.0,2021-10-26 15:42:56.939901,Inactive
e881f3bb-c058-43f1-a3f8-e39513b1a449,b875f98c-71ee-4c98-8a34-8b5d943f6443,Savings,14763.52,2023-03-23 07:56:27.853531,Closed
16458136-ae07-471d-a530-ce553e53c686,d46620bb-99bf-4171-90e5-78d568d6f736,Loan,42753.02,2020-02-06 15:47:58.659050,Inactive
ce208c10-b226-42cd-b2ea-11eeb0842fa5,2f12989d-c331-4fa8-9b61-63181bde9aa4,Credit,33565.66,2023-08-20 08:42:39.120188,Closed
078714f5-73b6-4fab-900e-29316159bd0f,fef14c84-e1e5-4fa7-802f-abc4d4ab2ecd,Credit,5333.98,2022-03-17 20:57:43.326038,Inactive
2819b511-d9cb-401e-a517-2fa613f1541a,9871b189-62d4-44d8-9af4-09d9624497fd,Savings,14139.48,2023-08-08 06:12:01.591017,Active
70c4e7ce-a445-4ad6-bfa4-879fe9af4306,dc06b3d2-f029-4c5d-86ba-f61cba3d59e7,Savings,35234.23,2021-04-24 01:05:47.908541,Inactive
176ab9c6-eb72-41c8-aa6a-d0e23b74cd9d,748b76ca-f969-4d51-a576-6aa70185fd69,Savings,39492.25,2023-10-13 13:29:04.211652,Active
360a997f-5035-4fa9-9b66-7ec15a9a6e53,78fb39d1-9d60-468d-b561-7abfa032084e,Credit,42316.01,2021-11-29 19:40:38.899699,Closed
4013eb2a-6ca2-47b8-a26f-3abc5edbb141,fef14c84-e1e5-4fa7-802f-abc4d4ab2ecd,Savings,95303.36,2020-11-23 12:44:57.198762,Active
62a9b6b8-c547-4f79-9117-27f8d20ffcb2,c84c8750-19dd-4b6a-8c41-05fa871ad865,Savings,80312.81,2020-08-17 00:19:28.691621,Active
ea14fb60-78eb-4e02-80a2-93b72ccac3e8,01ee2934-679a-4743-9e8e-2b801ef60867,Checking,21585.59,2021-12-03 11:17:07.985216,Closed
2203add3-30ba-41e4-b34c-9b72e8810550,99c712b9-05d4-4b04-a0f9-e7a63f551211,Checking,64327.79,2022-08-04 09:11:26.137393,Inactive
a8cddfb0-76c7-4119-bb61-aa7aa2c1cd51,3c5eb7db-c1eb-45f8-87db-ffc5b97556f1,Loan,81796.14,2022-10-08 11:03:09.384432,Active
b59195eb-cae6-4386-bba9-62a8308546fa,20b27d22-2993-4d5a-9d2b-56d0432ab995,Credit,65834.26,2022-03-12 04:08:05.514798,Inactive
3ba8a335-4c5a-4005-a767-ed4c5fdfef5e,bcf90beb-eed4-43ca-b539-13f02002138e,Checking,71471.98,2022-02-18 09:57:12.010369,Closed
f592339b-ea8e-4ce6-9594-0783bacd4f6f,8edfebcc-58e2-4fc2-92c0-cc4b828eefe1,Loan,91630.74,2021-12-09 00:04:58.327610,Closed
c38bdc50-497b-458a-911c-d4e48d24e93d,5456785d-395f-4c61-ae79-53ce9b14988b,Savings,52930.42,2021-10-01 09:14:33.661916,Closed
00646ba4-f02c-457a-b12b-32d17cbc37c0,9f684425-e0dc-4ca4-ab97-e51c195f8680,Loan,64986.95,2022-10-11 23:54:19.146389,Active
fc20c5b4-e249-4790-9f0f-b6e4f930cf70,3b814788-5752-4795-abe0-272925d07234,Loan,96282.81,2022-02-20 06:00:25.646452,Inactive
4e4388dc-6966-4a0c-955e-4d0de7b3b729,9cc98ab2-a386-4d1a-b002-d0653167c364,Credit,80356.26,2021-10-03 04:20:20.758907,Active
776fb44e-1a77-4e9c-a557-1a267bfabc6d,dd9addd7-4e9d-4a8b-9e33-361e4b8a7b31,Savings,6299.15,2023-03-10 16:43:47.624546,Inactive
3397a7bc-32bb-4f5e-8995-2596ba347720,23502ebf-a265-40f8-b105-b76ba08fa2d7,Savings,53375.84,2024-04-25 02:09:21.907055,Inactive
dc414ac8-a1fe-4396-94e7-664543620021,90418284-271c-4e35-afca-eec97c0445db,Loan,12933.18,2024-04-17 02:24:14.093160,Inactive
f5990edc-e1a2-4257-98e6-007c95249094,52a84e64-593c-47e2-968c-390eb25630d3,Loan,73073.86,2023-11-03 21:45:22.383083,Closed
1ee445f4-c8c1-4b45-9281-74ad2c18095b,603ed854-b701-4c58-99ff-b0f5c1150c52,Checking,42668.91,2020-12-26 08:34:30.362234,Inactive
8fe27ddb-0a08-4dbd-a38b-23330f0add25,9ae21705-8668-47d7-ac43-d4a0c8050c79,Checking,96106.49,2022-03-09 15:38:40.086680,Closed
05ea6318-07b0-41da-aebd-abf89909088c,94e18116-a260-4bf0-a9c5-7a3bbcdf7917,Checking,11200.97,2023-07-12 20:52:05.611842,Inactive
4a6beb52-5c00-41fa-96b0-468580aea602,7d8cb8fc-c63c-4ab5-a53c-0b171a2ab805,Credit,13211.74,2021-04-20 22:01:14.533549,Inactive
8266730a-2d4b-483c-95d0-c178e86b8d9b,c41506da-ba62-4f7e-abe9-28024fbed4ad,Checking,42780.72,2021-09-07 07:18:14.877372,Closed
1ad0f8e6-1b5c-47cf-b130-d56611c941ca,49f5d007-34dd-4534-b79c-ae3807648e2e,Savings,69312.36,2020-04-03 13:54:36.103692,Inactive
8b7c7956-2e6d-4dcd-9ceb-38b7c4d28d5b,dfa18dd3-5ac0-4941-a14b-0d7fef27fa48,Checking,18633.83,2021-10-24 18:01:38.505407,Closed
8069abb0-a5f7-46aa-a89a-1837734043ad,01ee2934-679a-4743-9e8e-2b801ef60867,Credit,10120.74,2022-08-12 02:45:43.585485,Active
498c8d24-e239-4e02-a546-a7290dc09124,e3414380-480a-41ce-a59c-4bdc61e51007,Credit,-54976.1,2023-03-23 23:17:13.074417,Closed
82ac4fc6-a676-4f0c-bc2b-f085c7e5ab08,c96986d3-b55a-45c5-98e3-0699abde4c0c,Loan,16761.44,2024-05-07 02:21:19.124957,Inactive
944c0b9b-1f9a-447e-9127-abb0733feef2,a99f6d97-1ed6-4cab-a9fb-5712e7a1b26e,Credit,13133.09,2022-08-14 08:33:22.083449,Inactive
0c169a4c-80c3-4b51-864f-f1b32d552609,a7fb1107-ff3d-45d9-b0b9-dc4ec5fd316c,Savings,88802.41,2022-10-19 00:16:34.308121,Inactive
6ef6bf9f-5ebe-4723-9ed1-943ccabc4054,a8edb434-522a-4f90-8712-55cc74df8fb6,Savings,40402.21,2024-01-26 01:49:46.336175,Closed
e36d3421-5d9d-40e7-a763-f51966779e1c,7544702e-8cbc-4537-ae25-ee980589fc18,Loan,16597.15,2020-10-15 03:32:14.181746,Closed
94a1ae19-8c0b-48a2-a12e-2e5770de1613,5084d374-28bf-47b8-bbb3-ba48daeb707a,Checking,41014.95,2020-01-03 17:36:37.831660,Active
5963aedc-b98a-428b-8e5c-84cca67003f5,59c144eb-2780-4897-98ca-4875e272d938,Savings,60223.32,2022-06-17 12:53:49.966633,Inactive
da7cbec3-c821-40aa-8ec9-fe623ff5efcc,679e3927-1245-4e93-9a60-b534888896ed,Credit,38330.06,2023-12-07 02:59:50.431553,Closed
881fc7c7-82f2-41f0-83aa-1b158b026500,3007259e-5ea7-4493-91cc-42e321ae2be6,Savings,33335.37,2022-04-01 08:27:34.023688,Closed
abf5cfc9-4499-4812-8a20-7edef3ce5995,38922808-8a1c-40d9-ac1e-3ffe2627d9e6,Loan,-56797.95,2024-07-25 12:15:30.551894,Closed
183c44ba-5ddf-4df5-bed3-775b2ace0e87,9751e1b6-1af9-479e-a5d0-f8ffd2bb6351,Credit,96610.05,2021-02-09 21:35:16.161745,Active
