payment_id,order_id,payment_date,amount,payment_method,currency,status,customer_id,transaction_id
7129bd36-7fe7-4026-825b-5cc4fad45370,d473359f-1d95-447f-802e-f5a89ad75555,2024-03-01 00:28:23.083925,2004.05,Bank Transfer,CUC,Completed,31ecdf3c-9134-44a3-84c4-2043c14440d4,207e70c8-a0f4-45a1-9ed3-423840662e41
f0260f52-33bf-4915-86ba-d6e23ae41df5,e5ffb54c-6745-4491-a8c8-647c5aef57e9,2024-04-06 17:39:35.743783,2904.71,Bank Transfer,JOD,Completed,7ddf52f9-3341-4ddd-bb44-6eb27266cb59,8ee4da38-1450-4421-b1b9-db169195ac6d
86f88c62-38d5-46d5-bd57-51237194c759,a4ceb305-00b1-448d-ba16-15a52cdad512,2024-01-28 09:18:36.000655,4384.34,Debit Card,BDT,Pending,5c236f47-99f0-4ffb-844b-da416749f4d1,25f37d27-3f8e-4e01-bf9e-6fcfc01f8d22
b60930a3-d9e2-4b6d-ab29-3004e3293e4e,9ffde6af-edca-4457-858e-4f3e5f6c0c8c,2024-01-06 16:44:09.851363,4099.22,Credit Card,RSD,Failed,f6eae584-831f-42c7-a958-1b9f38bdb7e8,6d7f4bbc-8843-4a93-8783-b4d516c0e6a3
c41cc13c-229e-4949-b199-9d02b93a5fe9,9f820f1f-3b11-4186-bdd6-6dbb95e98fb7,2024-04-26 09:34:39.841037,9787.82,Cash,EGP,Failed,56f3f918-3e57-47c1-aa36-817725a81ea1,dfc62b52-ed69-4c40-983e-40ac6029371a
3a04217f-b618-4ff2-a852-aed05088c1c2,df1f7e5f-8169-4441-bc5b-f293a053e8b5,2024-06-10 23:23:20.888512,9898.34,Bank Transfer,GBP,Pending,85a55267-6dda-4361-ad78-72e1479d6b99,3659bf78-ce37-429b-8758-b26311f1c8e3
5501fbd6-840d-4a45-a862-47211a73781b,b76c05af-b1a3-41a3-aa6f-17eb25bde4d4,2024-05-29 12:54:20.248019,7905.09,Credit Card,MDL,Completed,dfa18dd3-5ac0-4941-a14b-0d7fef27fa48,64776010-a4cc-403d-bc61-e771c558454a
34b522ea-da0e-4ec4-89c7-fed458dbac33,5c14da00-3f9b-4d69-8c19-08dc3fd754aa,2024-07-08 09:19:52.111842,8982.17,Credit Card,CRC,Pending,d680cc3c-4a93-4bc7-9d37-40077d141d2c,030bd889-4b56-441d-8f73-96b385682ec0
d6e0e3d6-ac14-4594-97e7-c657a150026a,27c5fb3c-0bcf-47f7-ac87-825d56abe9fd,2024-01-19 09:09:42.775445,4366.71,Bank Transfer,XDR,Pending,137c9c79-e88a-4571-bf64-de2a80676448,09d35416-a30e-4074-945c-9b2a4e6886f7
1be0a411-53e3-4004-ba79-51303d12750a,b2fe6631-655c-4589-9868-005fa05950da,2024-04-21 05:06:31.147491,80.74,Cash,XAF,Failed,8a5d6e6b-b701-48ce-9004-3488c52aaf2c,7d44b931-636b-4f08-a1de-41e15aa621f1
b6709412-ebfc-4a5c-9a89-725664eff0dc,14a9c436-8e7b-425a-853b-e0e130faacca,2024-08-26 06:27:23.665485,7175.03,Credit Card,JMD,Pending,a9d0904e-ef2e-4f4b-b548-3782334e768c,f3754ea1-56e2-4be2-a83b-fae57f004d59
d6b8262d-431f-4f05-9569-4efccdfb990a,edc18b13-e230-46ca-bdc9-30437624cf7b,2024-02-11 05:51:16.086572,9532.75,Bank Transfer,LBP,Pending,9b81ad59-2ccd-4ffe-b8ee-bcc21de018ce,149c942f-5438-4551-86bf-9befdb14b89c
800ea7ff-9d64-4fe8-8034-ab97984da5e3,67d7435e-cdd9-44af-b9cd-cc09ca196bbe,2024-08-10 16:18:04.498218,476.54,Credit Card,TND,Failed,a9d13eef-7251-442a-825e-a7155e05b236,e02faf11-879d-49a2-9fd0-48bae4bbe745
e659b941-6aa9-4d65-a7cc-42da6d857519,00194115-ad2f-45e9-a0dd-551864374acc,2024-03-17 23:50:32.810921,439.25,Cash,VND,Pending,1fbae2dd-788e-4b28-b3f3-b271d528e80e,c7d67185-7df0-409a-967a-be7669f2b320
bb157938-c665-442c-8b49-938dfd90aab4,ee8392c6-1a96-4229-af5f-3b3015064a54,2024-08-13 12:16:49.025469,884.76,Credit Card,TOP,Failed,dd3c4722-73bd-4733-9728-9f5ed7056136,f7eb1a98-78ff-43fe-8a54-dc6f8c53c8b4
7f1b502d-7798-407b-a268-e4861341c439,247383f4-c886-4a4f-b3e2-a31e92134731,2024-02-29 08:00:38.771842,1657.14,Bank Transfer,CRC,Completed,a2001e66-c51c-4ed9-a028-b26dea230c6a,6d29aeb7-d869-4990-a85e-8baec355b77a
9eed3d1f-4f47-4530-8f98-c7fbf3b21a89,b1c09f04-c24e-4bbc-95b6-df299482a968,2024-04-18 03:41:09.057175,6594.43,Credit Card,FJD,Failed,c291b5bb-a970-4238-bcf9-6c42cd3aa716,00bcc79b-4c59-4f7b-bfd7-013768148d41
66b2de8f-e663-4a5d-ad9c-c35111097316,2a3ccf3c-0aac-4ce6-bd9c-a8e98cea7f2a,2024-07-13 02:23:10.123173,-7912.51,Debit Card,INR,Pending,94e18116-a260-4bf0-a9c5-7a3bbcdf7917,1b9098b8-9134-499c-a760-52d0fb672462
3a1d77d5-6a20-43bb-bc56-0d411bb8c1d2,b57321e1-fb30-4b53-8788-37fd4c08dd71,2024-03-24 17:02:17.906697,-5371.52,Credit Card,DOP,Pending,f7888d96-a5c7-4f04-808e-ec4c9b742cb9,ad7fec74-771e-4f26-824a-1abc378e0bde
75bebb3c-eb1e-40ea-ad09-07c924de2073,2b3f09be-60fe-4ddf-92cf-feb241bd2419,2024-08-05 22:51:17.628131,4881.66,Bank Transfer,OMR,Failed,661302ac-fd05-44ee-94b7-d3a79051695e,e91cd2e8-68dd-4632-a824-6a7042343897
127f40ce-85aa-477a-8560-0afd9daf38d0,7a2aa66c-dd37-4a81-b039-874669f35373,2024-04-08 13:06:21.994006,654.4,Cash,TRY,Failed,573f0677-bbc2-4716-bde6-c342f2debd5d,373a533a-9f60-4142-89f5-6a505b4717f4
96387731-7068-4b43-96a9-247e5a536a19,c1f9b18c-1b71-4025-b790-74d26a7ace9e,2024-06-22 07:56:06.901559,-9521.02,Credit Card,BZD,Completed,d122dfe6-c734-444a-a0ea-4a0dcd3a6c0f,3078977f-e679-4b39-a7d3-225b298888a0
14698832-c64f-4946-88ca-e0c63775074c,5bdaca4a-c828-4f65-88ed-0bef94bc8bf3,2024-05-09 23:40:00.022689,4375.03,Credit Card,IMP,Failed,1e87a2a8-d78a-4d3d-850f-7aee4bcc9ec2,bde7029a-59ad-470e-a9e7-156980a56c83
10593dff-6471-4813-9b73-dc11815c9dae,2730c3bd-a1e1-42c7-9916-285b0b847155,2024-03-08 21:00:37.664154,3381.07,Bank Transfer,GIP,Completed,ab23515e-4a8d-4ea0-a164-05d8274da0df,bdf29afe-41a1-4461-85d3-9e13ae5914ee
b5e8fd13-2ba2-4e41-867e-f997e9fb58e9,c977dfd5-4a8b-4997-8cab-ea419072a5e9,2024-05-13 21:55:56.059610,6935.48,Cash,HUF,Failed,e0d44177-21f0-4aca-972a-b96ee8787736,1140cd19-7777-4c99-a55f-636b581705d1
5157ee1d-2a7e-4585-9cfb-c7b53baa433a,f5f0cad7-77f9-4331-9f46-fe0fdf8f1eae,2024-08-03 12:15:05.804934,3305.13,Cash,QAR,Completed,02aeaea8-4dd1-4b64-a2bd-a9e2cf7d716c,eec1ba7f-3c67-4960-b25e-16710be962fa
b349041f-006e-44d9-a801-484a06ba6853,9526813d-2cf0-498e-89e7-d2c54e3223fb,2024-03-20 02:59:26.559989,9861.55,Credit Card,BIF,Failed,c670e901-6cab-40b5-bc8d-79d3bc4b9c63,5164f522-8b57-4762-aebb-96de354b5755
aa7050f6-bc6d-4ac5-b83d-491649be4621,0a0221ea-fb77-4f6c-8790-c7869a502000,2024-05-11 06:54:01.376894,8606.0,Bank Transfer,AFN,Pending,46a1bfa9-d705-4633-a1e7-e8db2e6d13ad,374d3af9-5a6b-415c-9c22-6911f9dd5ac0
e0b9ff1e-a9a8-420b-a7e4-7a9bfefa6392,c1644f4d-5f8d-444d-b0ee-cec4a2caa63e,2024-03-10 07:58:13.652906,6072.74,Debit Card,SRD,Completed,f8e5de94-7a32-4cac-911d-740b09c1d74b,ce9ec072-961f-4016-be2f-d8499b4b458e
ada0c17f-2774-4daf-93ad-754d64cdd39c,7395a0ee-2724-457c-8e4c-26edabec52cd,2024-02-13 06:10:48.793273,3302.6,Credit Card,CVE,Pending,8a5d6e6b-b701-48ce-9004-3488c52aaf2c,1bc2a294-0e90-451f-b112-1e8c2438d3f3
0bb6cda8-7bf8-4c68-98c3-af59e816df05,99ebf08e-457c-4b06-8315-821813b3f6b0,2024-08-09 14:44:26.729741,8412.78,Bank Transfer,ANG,Completed,dabedc06-1204-4f51-ab30-b79e89239922,e28a1bdf-c74f-49d3-b13f-d4635cdf4e0f
891893ab-0ffb-4583-9b9b-9df81d6b25bc,5176966d-6ef3-4394-abca-587c43e11b8a,2024-07-06 13:02:13.931005,7276.24,Bank Transfer,KRW,Failed,bf2571c1-41b5-44b5-bdda-49c2053b8bad,9b8fee09-7a69-4f65-b8cd-3ab4f143dc25
1b1dec68-bad6-421a-b242-0a255ae5bac8,d6fa7ca2-4c7b-43bf-9573-f866b718a6da,2024-01-30 20:30:43.041029,5958.6,Cash,MKD,Failed,8b3d08de-abac-471e-92f6-6fe7b511553a,f3af942c-a570-4cd9-ad7e-aa1bfb48f282
fa5584dd-f07e-47d4-b966-403d060ae877,c2255cdd-ff3c-4ac0-acc8-3a5269dc21f1,2024-08-16 03:58:46.918966,8393.24,Credit Card,ZAR,Pending,a4bf0c60-f8c6-4469-9610-f219930cb9fa,0f775eb2-f10c-4dd0-8179-54a1d399541b
c0826f29-4004-46c9-8de7-6859db99f54b,92abb992-5791-4320-9a70-88152da87eac,2024-03-06 02:46:32.060575,7912.53,Credit Card,UYU,Pending,d1277e1f-76dc-4a53-866a-52ccbc250874,27ebc4da-267e-4225-b4f6-e06e0fd03345
39427cab-6788-4392-a8d2-deffe5efbd8f,42f4d610-299e-46bf-a5b0-a80ab6850aa0,2024-04-09 01:51:54.710546,-1167.77,Debit Card,VUV,Failed,88a29c2a-0ba6-4646-8319-3bc26ee46933,f89626e7-463d-4d23-8a0a-d7f7bc9fb64e
504ce98e-4f02-4c7a-a395-3606cd337e3c,8dee0c6a-9df6-4acc-919e-833237a974d4,2024-07-30 19:57:18.748914,318.85,Bank Transfer,VND,Failed,0742a58f-c674-41ed-8906-37bab1e61dd3,145c47f9-150d-4cf7-b6c7-147b84c8bc44
3be69e90-8485-4be4-912d-4ce583add501,56509e80-0c67-4635-b3f0-5e8381dd4475,2024-07-07 00:40:54.908904,4369.17,Cash,BZD,Pending,f355407f-cc6c-4c0a-bf2d-7f52c4e94579,40ef7c7e-b367-4242-87f1-e201b8a8f779
20e36549-e16c-4ca7-bbeb-d1a62ed928de,52298509-dcc6-4549-9426-ee26ebe2895a,2024-04-29 21:35:07.636211,6072.8,Credit Card,TND,Failed,7c6a4135-a514-498e-9120-2b7f2ec1f83b,f8c5d1b0-6430-4c42-a1a5-da485cc4bcf8
66874acf-cdfc-45de-ac50-58bdb0a577b3,19452bde-53e2-4648-b6ef-273ca22bf913,2024-06-29 00:18:14.877004,5040.73,Cash,XCD,Completed,a44d8f87-9709-4c6e-a0d2-cba6df8901d0,dd934d2f-7922-404d-8ebe-c41154cd65e9
56d729a0-dbfa-4373-af2e-939670a91590,71ee3a62-6c80-4cc5-9b66-cd1ba91ba06f,2024-06-11 09:02:31.093310,4251.74,Cash,AUD,Pending,fa5d25fb-1211-4f24-a1c4-901356faf9fa,898a9ad9-49ec-4be9-a33d-cc6150b6185c
bd90cb32-a186-4d42-a060-d25fd5d9eda7,555ecaf8-d7dc-40d1-8e61-af1b422ff468,2024-06-04 17:28:36.341633,8257.21,Cash,LYD,Pending,26a68733-4790-4ae9-9e02-1413153da470,10ea76d3-dd76-4b7b-ba9c-71afb7830d96
9084b565-1bf9-4cd0-b574-3e0b9da71fd5,e823da1e-04a3-433c-8079-7e41af27c0b2,2024-04-03 03:11:47.369171,408.6,Debit Card,BSD,Pending,779a46c2-0a90-4cfd-a7f2-70af8f28b91e,e8c63b42-7071-43db-b24d-b63ac81f7e5e
3d7a63ac-af42-495c-b01f-a934ff759764,a8272b78-5df5-44ea-ab66-d0287e604301,2024-06-18 10:27:48.626299,-631.39,Debit Card,KWD,Pending,d9fb8a75-729c-4a2b-a7b7-6e3d6ab70942,ce252bce-1dd7-483c-a0a8-cf6a4d1a5455
7fa29c2c-08b2-401d-a819-d3b3f3221880,bb04e8a3-3ebb-46d1-b11b-90fb17169faf,2024-08-10 15:28:31.418214,7016.81,Debit Card,HUF,Completed,5d137aad-1be2-4981-ac57-98777592b280,c8bd687e-d0ca-4f20-aeb0-3c60807d7cd7
e98b9965-0768-49f8-94f9-b53241f094df,c859e427-1bf6-4593-93eb-ba5e4c114209,2024-07-23 22:13:37.845791,7281.78,Cash,CUP,Failed,20b3262b-8981-4632-acb6-8400562ad3d7,9f2d3c3c-e798-47a7-b451-224b2cfc0950
3cdaf126-dc27-4c69-b853-40ae8c4a567d,e0bdee1f-8e44-4664-ac79-30609e0ac132,2024-04-19 17:51:13.598791,9078.31,Debit Card,MYR,Pending,8b3d08de-abac-471e-92f6-6fe7b511553a,947a237a-7a47-4b8e-8bb0-b6620a61aec2
7bff173b-5c32-4cbe-aebd-d7a2a1358083,e71e0bc0-62c8-4207-af98-733b50c4788c,2024-02-22 04:00:08.247385,6084.57,Bank Transfer,SHP,Pending,dd8a6a3e-4744-44f1-8cfd-13834ffc879f,4c20146c-bcbf-43f7-89f4-5390bff4088f
e3bb13a3-bdc8-4e86-bae8-5f432763ebf5,cc007152-fd32-476e-b9cf-ec82f1da597e,2024-02-22 12:31:24.354691,-8477.57,Bank Transfer,PEN,Failed,8bb7ee36-d351-4768-842d-beb3929cd5b0,d5be1633-a9ec-4642-bd81-9f7f2ce8d326
faf090d8-08bf-49c1-9941-4e1a267587d3,db787b7b-4496-4705-8459-985df5bca82e,2024-06-23 14:04:59.992145,9519.2,Credit Card,PEN,Completed,d36e2e54-2065-43a3-b110-21adc8284bd0,d8dcfb35-6137-4290-b318-fa527edc09ed
a75380c5-ad21-4861-aa66-c619674b8611,4da03c37-72aa-4175-97be-cc4b65169b7a,2024-07-03 10:27:34.147469,9826.48,Bank Transfer,LBP,Failed,39bf9b19-4000-4e61-b2c2-dcf80d4c7b97,c2345909-3027-43eb-82ef-d7f06473838d
a02c4600-4e32-429d-b194-cb896749be96,179efa8a-5c45-4cc7-900c-a176a3556881,2024-08-14 05:49:13.990320,7318.78,Debit Card,IRR,Failed,ff1044a2-55d1-4d56-9b74-235584790e6c,ed6c8ce1-14c2-4b04-94c8-66ae55bee3a9
cf79b8b1-c087-45c6-ab29-89ed1c69eea3,c3138d43-8844-49d8-a8f1-0e76cf445646,2024-07-17 12:54:03.460753,1972.37,Credit Card,LTL,Completed,86ff8b31-be34-40e7-b6d9-7c18bef8ad88,8eef3bfe-691e-4550-a760-e52477a2f81b
4c781371-36af-486b-9973-39f16615e107,645f6da4-4838-4f6b-9cce-57d5a5ab1209,2024-01-19 23:17:32.290887,978.97,Debit Card,WST,Failed,584d6edc-192e-4a1e-98bc-e9ee8abbe8a7,427f8fce-cc3a-4370-8ca5-ad1a62d6a7f7
2c4f8f8d-abe5-49cd-8b37-2b813aa875c4,a5becfec-61a2-46fb-97ae-6a98312729d1,2024-02-16 14:18:51.005022,2384.83,Debit Card,ALL,Completed,6fb4ad7c-1727-439f-9e02-3ef5c2f5ecff,cc1dd764-fda0-4f0e-ad04-f6bc505a5959
1525f1c4-216b-4fd6-9f1b-34629b90ff93,28111a24-3baa-4bdb-b561-35486458b46f,2024-02-22 14:04:35.008506,6436.13,Bank Transfer,AFN,Pending,71a00180-eaa9-4f86-baa8-94e8bde801e0,784e88b9-085a-4d71-98ff-0d59fdd58453
a9acb02e-586f-4504-8e5d-81aa24a40ff7,06310017-e057-4544-b91e-c1e804ead9f8,2024-06-11 08:26:27.596027,4928.27,Cash,ARS,Pending,650d1c5e-20df-479a-8668-130645047774,bb180549-6011-4a03-b244-f35ea517b072
19cf929c-1c4f-49da-890d-0d889a702cfb,ba918ba2-82b7-47ea-b85a-6e8112d6c81c,2024-07-26 14:43:17.247315,7599.44,Credit Card,XCD,Completed,2089c602-0c6b-473c-b67f-c03a7de209f5,bc00556c-c391-43ee-a639-f26289933cf6
20fe7958-beb2-41c5-abe5-a79d0456498f,da3763ea-cdb3-498e-a70d-faabbcb37dff,2024-04-26 23:20:18.023192,3959.36,Credit Card,AFN,Failed,e0e9374c-c7c6-410e-a5d4-dd6529c428a6,bb180549-6011-4a03-b244-f35ea517b072
88f490e6-e638-47c9-aa10-1741894eca28,a25b4688-986d-4a31-9a6a-1be9c006f6b8,2024-07-18 09:31:33.765726,5905.15,Credit Card,DZD,Pending,d63a7df4-7181-4002-b2fa-f3df9229468b,7b73096d-5672-4686-8ead-2f4978432c25
788c90c1-a08d-4be8-a989-72b5f7a08b59,4f50316c-39a9-4f81-8689-e166a2571552,2024-01-03 21:51:00.880527,1190.24,Cash,SRD,Failed,163aaa5e-6175-47cb-ada4-b8698e3e49a6,e081eab2-b54f-4d1d-a92f-dc2f5f6b6518
ad7eac77-efe8-4c6e-b035-520e012154ac,95cb8d8b-3221-41cb-b634-bc95f7101a62,2024-01-11 19:06:02.071607,8433.46,Bank Transfer,KRW,Completed,1ccbd4bc-39e3-498e-b957-1f0f9147c9bb,a58b7931-2c06-4247-a807-9744ee2d5789
951cd27f-f2a8-48ba-a107-1609c0c073d7,b3603155-d4d3-4eb8-976b-7ba56db7a62e,2024-07-09 04:05:54.831766,2737.15,Credit Card,MZN,Failed,23a065d5-837b-4797-91c8-b3635db9e95c,427f8fce-cc3a-4370-8ca5-ad1a62d6a7f7
32400c7c-f6cc-4204-b38f-1817202b85a7,1ab4e8f0-7002-4539-bf8d-654f35791e69,2024-07-11 17:59:39.155772,5481.68,Debit Card,UZS,Pending,65c95702-f767-4295-a968-06a544ab2705,bc35a7d0-d835-4c29-afb5-9822c7d6ac89
2a3c32ab-d147-44ef-8e9e-ee79951856d7,ed30861c-952a-4082-84ab-7a11571c0dd6,2024-06-01 21:51:46.065083,3553.44,Debit Card,SAR,Pending,a0b1dd4b-1e61-4623-bf72-b88ecfa8c3bd,ac5d7696-bb49-4752-b27f-8f69af7c0ed8
af0ee3d8-fc50-4dc3-ae69-a0e3fdf0d7e9,1307f7c8-4b5d-4590-aa34-44a8bd507d66,2024-06-04 06:22:33.889517,2772.46,Credit Card,OMR,Pending,52e58f47-b677-426a-b14d-2e7a0a9de294,1549d3d6-9cd8-4d77-8631-423f70c760d4
a0560820-894b-49df-b9fb-2ff5615617b0,5849e981-5dd8-4db0-897a-0e3c1f95b327,2024-07-07 06:44:22.549664,6026.46,Bank Transfer,TWD,Pending,083b29ca-c03a-498d-ba66-e4b2160f0412,b5a7d988-845a-47b7-905b-5af921cca6f8
7d65bad9-8de4-40a2-abb5-a860ec4a231c,1ebd884f-60c0-4371-a33f-26291690b736,2024-01-27 06:54:39.399282,7833.94,Debit Card,TRY,Completed,17ea1e49-0840-4acf-82e7-183079430722,f5b734bd-994e-4808-9077-902f1949dabf
0cc101be-d1dd-496a-874f-e24bc78fb8aa,9b64e9fc-67de-40ec-b644-d772d79bceed,2024-07-24 11:21:35.149046,5683.72,Cash,ILS,Completed,e69f7d95-5069-4ce4-86a2-46453051c74c,9c73c7f5-3d8a-43aa-aa15-a510688ddce1
d8975f83-a4a7-461f-bef9-5af9ef3f06ce,c42017ae-5b9f-4ec9-9e0d-7e45fc393b34,2024-03-25 21:14:09.356989,4542.12,Cash,GYD,Failed,4efad24e-472a-4454-9bd5-d07f8af985d3,aaafdaf1-3708-4aae-a98c-a6fc7458fd94
0959e814-477e-45f4-baf2-3dfa34f654de,72086d31-7f41-48a9-83ee-21617d52b946,2024-05-23 13:11:29.509071,8059.12,Bank Transfer,BHD,Pending,8c4b6b86-e018-442f-93a0-59c4d7b5f37f,d751f716-f8dc-4d8a-b6df-9d926242124c
e679f47c-1832-4aa6-b9f0-9e23d9453350,40618220-578b-40fe-bd50-c74f8bb91744,2024-04-08 15:23:06.879818,8932.24,Debit Card,LSL,Completed,b23a7ab9-c825-439b-ad02-4ee88a3ef3cd,8c360b22-6aed-4561-8098-b8b5c4e1805a
f15b3ab6-1320-4627-ad5e-f28d44f356af,762ef537-1f4c-4d10-bfbf-47b45ad32272,2024-03-20 06:37:13.428317,2088.18,Debit Card,GMD,Pending,1ea908a9-fb95-4fb7-a152-2185556fcedd,5a3d1c0c-029f-4fd5-a28b-361e1ed919bb
08f3d2f9-0f8f-4113-83a5-0bc8ef68dbe3,0cabd674-20de-411c-9b1e-b987278fa398,2024-05-02 22:43:53.769046,4514.88,Credit Card,LYD,Completed,c36e4ccf-91a0-46f8-a412-402ecdf02248,a5b18887-a509-4c4b-a90d-36311f97c2fe
9f24bcbb-09d9-431c-b6d2-b353825bc936,00291627-9a8a-429c-8b17-3b5d5fb314de,2024-04-24 23:31:54.531451,1240.73,Cash,MAD,Pending,c291b5bb-a970-4238-bcf9-6c42cd3aa716,38f6cdb4-b53a-441d-91a4-c8ca5847ca6a
6c24f157-9588-45f9-96ff-e8ce30221a84,232559d4-c1f7-4e8a-9f44-ef44384207c8,2024-04-28 22:57:32.820249,3876.91,Debit Card,CAD,Pending,307a5de2-f1e5-4b7d-83a9-3578cac92a4d,7e66f2c5-1f09-48e5-b3f5-a4bad7e2adc1
7a1e1704-1971-4bfa-9ed6-c9a2c8fec406,9e6c257a-28d7-4cd0-bd58-4346c1aeb558,2024-01-29 08:33:11.108868,8080.27,Cash,SLL,Completed,53b401a1-9989-49c7-a435-e23c764af2c2,6bb7d24f-c2d9-4c68-87d8-f3ad2c2c7352
154ffd43-7997-4ed6-b089-c2f35f5a0aea,54662263-170c-477e-a727-034a9e649b8d,2024-05-11 07:05:13.830626,4980.82,Cash,AMD,Pending,59806051-6c85-4657-a977-f6b21f2f8cb8,ae763438-0230-4671-bda3-64771ee93465
af3359f7-4f94-4cce-b4ca-bd88bb426d65,99063194-018c-4968-be03-3686e0599161,2024-06-23 11:53:52.320802,9355.92,Credit Card,TWD,Failed,03c93ec4-ed90-429b-84bb-d7c62a87b89e,bb6e9869-3409-4640-88a6-a02f1325e19a
ad86ef1d-78fa-4d27-b8f0-2ad516bf2ace,cd0dfca4-093a-4a00-b20b-a8c58100e27c,2024-07-28 01:23:07.170894,4356.8,Cash,NOK,Completed,8cafeee6-8324-4eea-84a1-224f8148f25a,149c942f-5438-4551-86bf-9befdb14b89c
48434c9d-0b9e-4ad7-8189-40fd92659c91,6a4c687a-ca1f-45e6-875b-aaf1e9be163d,2024-02-08 18:45:58.796556,5482.94,Bank Transfer,SYP,Failed,abc039fc-5189-47c5-b634-a6ba448b4055,5a5be66d-6604-43bf-9d93-9b2480bfc7f4
4f03d52e-eec3-45ff-8fc3-0ea9212ed2bc,e5022119-649b-4778-a624-6e95a869cfe7,2024-06-17 09:33:05.320968,4702.81,Debit Card,KES,Completed,7dc6d315-2ec2-409a-b329-3227fdb9457d,048b6f8c-0e53-48b5-96b2-51ef4d6f3477
